cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,46,54,0,46,"{G1_CMAX=6, G2_TEC=5, G3_TWC=4, G4_BALANCED=31}",Infinity
1,PARENT,0,0,0,100,25,75,0,25,"{G1_CMAX=4, G2_TEC=4, G3_TWC=8, G4_BALANCED=9}",Infinity
1,CATA_TEST,163,54,28,26,12,14,163,12,"{G1_CMAX=1, G2_TEC=2, G3_TWC=3, G4_BALANCED=6}",240.73731850327985
1,CATA_APPLY,65,25,1,24,13,11,65,13,"{G2_TEC=4, G4_BALANCED=9}",235.06354519139185
1,CRITICAL_SWAP,6,0,0,0,0,0,6,0,"{}",314.41233660099067
1,CRITICAL_INSERT,6,6,6,0,0,0,6,0,"{}",258.0119048649063
1,O1_O9,1427,39,33,6,4,2,1427,4,"{G1_CMAX=4}",192.11784580151345
2,GLOBAL_Q_FINAL,0,0,0,100,38,62,0,38,"{G1_CMAX=5, G2_TEC=9, G3_TWC=3, G4_BALANCED=21}",Infinity
2,PARENT,0,0,0,100,35,65,0,35,"{G1_CMAX=3, G2_TEC=5, G3_TWC=9, G4_BALANCED=18}",Infinity
2,CATA_TEST,148,52,26,26,10,16,148,10,"{G1_CMAX=2, G2_TEC=1, G3_TWC=1, G4_BALANCED=6}",251.38413659446124
2,CATA_APPLY,68,37,4,33,12,21,68,12,"{G1_CMAX=2, G3_TWC=1, G4_BALANCED=9}",240.45917415430054
2,CRITICAL_SWAP,6,5,5,0,0,0,6,0,"{}",272.81089343220833
2,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",243.00487313193287
2,O1_O9,1440,53,47,6,5,1,1440,5,"{G1_CMAX=3, G3_TWC=1, G4_BALANCED=1}",209.32901132526746
3,GLOBAL_Q_FINAL,0,0,0,100,31,69,0,31,"{G1_CMAX=5, G2_TEC=3, G3_TWC=5, G4_BALANCED=18}",Infinity
3,PARENT,0,0,0,100,53,47,0,53,"{G1_CMAX=7, G2_TEC=10, G3_TWC=9, G4_BALANCED=27}",Infinity
3,CATA_TEST,150,47,22,25,6,19,150,6,"{G1_CMAX=1, G3_TWC=1, G4_BALANCED=4}",217.5277345061815
3,CATA_APPLY,68,27,1,26,6,20,68,6,"{G2_TEC=1, G4_BALANCED=5}",232.15025673085643
3,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",242.61624207631854
3,CRITICAL_INSERT,6,2,2,0,0,0,6,0,"{}",217.92797622340882
3,O1_O9,1441,57,51,6,4,2,1441,4,"{G1_CMAX=2, G2_TEC=1, G4_BALANCED=1}",202.6951665408814
4,GLOBAL_Q_FINAL,0,0,0,100,24,76,0,24,"{G1_CMAX=2, G2_TEC=4, G3_TWC=2, G4_BALANCED=16}",Infinity
4,PARENT,0,0,0,100,58,42,0,58,"{G1_CMAX=11, G2_TEC=10, G3_TWC=9, G4_BALANCED=28}",Infinity
4,CATA_TEST,167,59,30,29,11,18,167,11,"{G1_CMAX=1, G2_TEC=1, G3_TWC=3, G4_BALANCED=6}",219.75376889554605
4,CATA_APPLY,64,37,1,36,3,33,64,3,"{G4_BALANCED=3}",250.64692734933243
4,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",234.8104140219499
4,CRITICAL_INSERT,6,6,5,1,1,0,6,1,"{G4_BALANCED=1}",223.05941609079477
4,O1_O9,1432,43,38,5,3,2,1432,3,"{G1_CMAX=1, G3_TWC=1, G4_BALANCED=1}",214.38567411606147
5,GLOBAL_Q_FINAL,0,0,0,100,21,79,0,21,"{G1_CMAX=5, G2_TEC=3, G3_TWC=2, G4_BALANCED=11}",Infinity
