dataSource,sourceTeacherUsesCsv,sourceDscrEventsCsv,instance,seed,arm,budget,instanceClass,feWindowStart,feWindowEnd,totalSelections,uniqueTeacherCount,top1Share,top5Share,shannonEntropy,normalizedEntropy,splitG1_CMAX,splitG4_BALANCED,splitG2_TEC,splitG3_TWC,dominatedTeacherRatio,teacherIdentityBasis,dscrEventCount,meanDirectionScore,replacementRate,meanDominanceAge,qpScopeCoverage
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C2,250000,HARD_100JOB,0,50000,1524,277,0.097769,0.257218,6.568441,0.809545,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),3040,114570.630374,0.044079,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C2,250000,HARD_100JOB,50000,100000,1476,208,0.120596,0.392276,5.573720,0.723818,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2952,108356.996990,0.014905,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C2,250000,HARD_100JOB,100000,150000,1400,219,0.199286,0.376429,5.729628,0.736950,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2800,106538.328351,0.015357,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C2,250000,HARD_100JOB,150000,200000,1280,138,0.210938,0.512500,4.916503,0.691635,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2560,104017.953423,0.008984,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C2,250000,HARD_100JOB,200000,250000,1120,183,0.194643,0.460714,5.368200,0.714265,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2240,102669.946145,0.010714,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C2,250000,NORMAL_50JOB,0,50000,1524,224,0.062336,0.225722,6.332989,0.811157,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),3040,14445.339444,0.042105,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C2,250000,NORMAL_50JOB,50000,100000,1476,178,0.199187,0.565041,4.890423,0.654173,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2952,13800.382954,0.005420,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C2,250000,NORMAL_50JOB,100000,150000,1400,154,0.166429,0.558571,4.733097,0.651333,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2800,13722.057179,0.006071,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C2,250000,NORMAL_50JOB,150000,200000,1280,108,0.194531,0.628906,4.335975,0.641902,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2560,13663.702826,0.004687,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C2-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C2,250000,NORMAL_50JOB,200000,250000,1120,99,0.238393,0.723214,3.874373,0.584427,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2240,13648.880814,0.008482,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C3,250000,HARD_100JOB,0,50000,1528,277,0.097513,0.256545,6.568411,0.809541,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),3048,114560.399728,0.043963,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C3,250000,HARD_100JOB,50000,100000,1472,191,0.175272,0.466712,5.305837,0.700216,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2944,108852.255921,0.015285,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C3,250000,HARD_100JOB,100000,150000,1436,118,0.179666,0.585655,4.357021,0.633045,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2872,107566.858269,0.004875,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C3,250000,HARD_100JOB,150000,200000,1400,179,0.200000,0.496429,4.931213,0.658917,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2800,107056.246580,0.005000,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-100_5_3_1-20260916\dscr-events.csv,100_5_3_1,20260916,C3,250000,HARD_100JOB,200000,250000,1364,218,0.162023,0.473607,5.376149,0.692073,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2728,106358.123725,0.008798,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C3,250000,NORMAL_50JOB,0,50000,1528,267,0.049738,0.172120,6.799826,0.843578,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),3048,14385.631047,0.060696,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C3,250000,NORMAL_50JOB,50000,100000,1472,127,0.143342,0.478940,4.732062,0.677103,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2944,13876.412145,0.014266,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C3,250000,NORMAL_50JOB,100000,150000,1436,166,0.119081,0.431058,5.210689,0.706530,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2872,13782.840480,0.014276,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C3,250000,NORMAL_50JOB,150000,200000,1400,131,0.160000,0.524286,4.629369,0.658196,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2800,13532.853337,0.011429,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
A:V35-GAP-LOCAL-FE-PACING-REPAIR/16-remote-250k-runs/sync,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-teacher-uses.csv,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-GAP-LOCAL-FE-PACING-REPAIR\16-remote-250k-runs\sync\seed-20260916\results\run-GAPL250K-C3-50_2_3_1-20260916\dscr-events.csv,50_2_3_1,20260916,C3,250000,NORMAL_50JOB,200000,250000,1364,81,0.167155,0.550587,4.440925,0.700478,0.250000,0.250000,0.250000,0.250000,0.000000,sha256(teacherId six-vector state blob),2728,13498.324350,0.015029,0.000000,NOT_EXPORTED(dscr-teacher-uses covers Qg scope only; Qp teacher exposure not exported by frozen jar at 250k)
