runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260809-A5,1,20260809,A5,COMPLETED,500000,305,53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b,221549641164
