sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
0,5,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.2,10.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,5.555555555555555,1.6666666666666667,7.222222222222222,1.0,5.555555555555555,1.6666666666666667,7.222222222222222,7.222222222222222,0.17663161060302845,72.22222222222223,86.66666666666667,false
1,4,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,10.0,2.0,12.0,1.0,10.0,2.0,12.0,12.0,0.2041723448532426,84.0,120.0,false
2,8,0,0,0,0,0.0,12.0,7.222222222222222,12.0,4.777777777777778,0.17663161060302845,0.1497364790430577,16.0,3.0,1.0,7.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,13.333333333333334,2.5,15.833333333333334,1.0603909694961164,14.13854625994822,2.650977423740291,16.78952368368851,28.78952368368851,0.45882829359851723,117.52666578581957,201.47428420426212,false
3,5,1,0,0,3,7.222222222222222,0.0,0.0,7.222222222222222,0.0,0.0,0.0,15.0,2.0,1.2,9.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,11.363636363636363,1.8181818181818181,13.181818181818182,1.0,11.363636363636363,1.8181818181818181,13.181818181818182,20.404040404040405,0.2761492282964548,118.63636363636364,145.0,false
4,4,1,0,1,2,12.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,3.0,1.1,8.0,0.9,9.0,0.012729338129720998,0.06534298538013117,0.06534298538013117,0.3,34.00086539111954,16.16161616161616,3.333333333333333,19.49494949494949,1.0,16.16161616161616,3.333333333333333,19.49494949494949,31.49494949494949,0.21976319088222637,155.95959595959593,175.4545454545454,false
5,8,1,0,0,3,28.78952368368851,20.404040404040405,20.404040404040405,28.78952368368851,8.385483279648106,0.2761492282964548,0.19191377987494931,10.0,1.0,1.2,9.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,7.575757575757575,0.9090909090909091,8.484848484848484,1.0759839635640818,8.151393663364255,0.9781672396037107,9.129560902967965,37.919084586656474,0.3539704273240012,90.5515314063598,192.6654860087768,false
6,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.1,8.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,7.575757575757575,0.8333333333333334,8.409090909090908,1.0,7.575757575757575,0.8333333333333334,8.409090909090908,8.409090909090908,0.11112087477361929,67.27272727272727,100.9090909090909,false
7,3,0,1,1,0,0.0,8.409090909090908,0.0,8.409090909090908,0.0,0.0,0.0,9.0,1.0,1.1,8.0,1.1,11.0,0.01293570112951506,0.06350772240419988,0.06350772240419988,0.3,33.4584502172179,7.438016528925619,0.9090909090909091,8.347107438016527,1.0,7.438016528925619,0.9090909090909091,8.347107438016527,16.756198347107436,0.10235057938695952,66.77685950413222,91.8181818181818,false
8,1,0,1,0,1,0.0,0.0,8.409090909090908,8.409090909090908,0.0,0.11112087477361929,0.11112087477361929,16.0,3.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,13.333333333333334,2.5,15.833333333333334,1.0456047312334251,13.941396416445668,2.6140118280835627,16.555408244529232,24.96449915362014,0.2951012783448246,115.88785771170463,198.6648989343508,false
9,7,0,1,1,0,0.0,16.756198347107436,16.756198347107436,16.756198347107436,0.0,0.10235057938695952,0.10235057938695952,14.0,2.0,1.1,8.0,1.1,11.0,0.01293570112951506,0.06350772240419988,0.06350772240419988,0.3,33.4584502172179,11.570247933884296,1.8181818181818181,13.388429752066115,1.0421749346976599,12.0582223849316,1.8948635176321087,13.953085902563709,30.709284249671143,0.25058969085415306,111.62468722050967,153.4839449282008,false
10,6,0,1,0,1,0.0,24.96449915362014,24.96449915362014,24.96449915362014,0.0,0.2951012783448246,0.2951012783448246,13.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,10.833333333333334,1.6666666666666667,12.5,1.11191947679885,12.045794331987542,1.8531991279980835,13.898993459985626,38.863492613605764,0.4198086843919716,97.29295421989937,166.7879215198275,false
11,9,0,1,0,1,0.0,38.863492613605764,38.863492613605764,38.863492613605764,0.0,0.4198086843919716,0.4198086843919716,9.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,7.5,1.6666666666666667,9.166666666666666,1.1517089630019577,8.637817222514682,1.9195149383365961,10.557332160851278,49.420824774457046,0.4995681354949588,73.90132512595895,126.68798593021533,false
12,2,0,1,0,1,0.0,49.420824774457046,49.420824774457046,49.420824774457046,0.0,0.4995681354949588,0.4995681354949588,12.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,10.0,1.6666666666666667,11.666666666666666,1.1753641225187745,11.753641225187746,1.9589402041979576,13.712581429385704,63.13340620384275,0.5870252425625426,95.98807000569992,164.55097715262843,false
13,0,1,1,0,2,8.409090909090908,0.0,0.0,8.409090909090908,0.0,0.0,0.0,8.0,1.0,1.0,7.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,6.666666666666667,0.8333333333333334,7.5,1.0,6.666666666666667,0.8333333333333334,7.5,15.909090909090908,0.18517619922030784,52.5,90.0,false
14,3,1,1,1,2,16.756198347107436,0.0,15.909090909090908,16.756198347107436,0.8471074380165273,0.18517619922030784,0.17476871852430562,14.0,3.0,1.2,8.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,9.722222222222223,2.5,12.222222222222223,1.069713026658897,10.399987759183722,2.6742825666472427,13.074270325830964,29.8304686729384,0.42251763143300386,104.59416260664771,156.89124390997156,false
15,1,1,1,2,3,24.96449915362014,0.0,0.0,24.96449915362014,0.0,0.0,0.0,11.0,2.0,0.9,6.0,0.9,9.0,0.013579305034188385,0.06613864891662347,0.06613864891662347,0.3,31.872655572359147,13.580246913580247,2.2222222222222223,15.802469135802468,1.0,13.580246913580247,2.2222222222222223,15.802469135802468,40.76696828942261,0.19312502526097963,94.81481481481481,142.22222222222223,false
16,7,1,1,0,2,30.709284249671143,15.909090909090908,29.8304686729384,30.709284249671143,0.878815576732741,0.42251763143300386,0.39790834669293745,12.0,2.0,1.0,7.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,10.0,1.6666666666666667,11.666666666666666,1.1449809322255464,11.449809322255465,1.908301553709244,13.358110875964709,44.067395125635855,0.5819195850221821,108.3069694723332,337.8996505985393,false
17,6,1,1,1,3,38.863492613605764,29.8304686729384,40.76696828942261,40.76696828942261,0.0,0.19312502526097963,0.19312502526097963,18.0,1.0,1.2,8.0,0.9,9.0,0.013579305034188385,0.06613864891662347,0.06613864891662347,0.3,31.872655572359147,16.666666666666664,1.1111111111111112,17.777777777777775,1.0764235684522354,17.940392807537254,1.1960261871691504,19.136418994706403,59.90338728412901,0.37777021143765294,164.02785157413544,270.6562675007155,false
