seed,arm,instance,population,maxFEs,status,mode,fullEvaluations,decoderCalls,illegalSolutions,duplicateEvaluations,initialPopulationHash,evaluationTraceHash,frontSize,qpEventCountTotal,qpEventsRetained,qpEventStreamHash,qpTableHash,qpPbestSwitches,qpActionCount,qpKEEPCount,qpDIRECTIONALCount,qpEPSILONCount,qpCOMPLEMENTARYCount,qpKEEPAvgReward,qpDIRECTIONALAvgReward,qpEPSILONAvgReward,qpCOMPLEMENTARYAvgReward,qpMaxAbsAverageReward,qpRewardAnomalyCandidate,qpRetainedRewardEvents,qpRetainedSelectEvents,qpRetainedLineageEvents,lineageEventCountTotal,lineageEventsRetained,lineageEventStreamHash,lineageDominatedRemovals,lineageDuplicateRemovals,lineageTruncations,lineageInsertions,dualQEventCountTotal,dualQEventsRetained,dualQEventStreamHash,dualQWarmup,dualQPBlock,dualQGBlock,eventCapacity,qpPayloadTruncated,loggingSufficient,scopeValid,budgetValid,manifestPresent,manifestListedFiles,manifestActualFiles,manifestHashOK,manifestErrors,qpKEEPCountPercent,qpDIRECTIONALCountPercent,qpEPSILONCountPercent,qpCOMPLEMENTARYCountPercent,valid
20260822,A2,20_2_3_1,100,50000,COMPLETED,V35_A2,50000,50000,0,0,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,9e6e18d61cb54fbc9d4d7085be55ea278b00ff477d7c86c79874d6180770fb91,122,0,0,disabled,disabled,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,disabled,0,0,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,4096,False,True,True,True,True,25,25,True,,,,,,True
20260823,A2,20_2_3_1,100,50000,COMPLETED,V35_A2,50000,50000,0,0,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,4fbed32f34fd28c5910a45ce3761824e94afe21abf0767d0a57d4bee7abacc6a,151,0,0,disabled,disabled,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,disabled,0,0,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,4096,False,True,True,True,True,25,25,True,,,,,,True
20260824,A2,20_2_3_1,100,50000,COMPLETED,V35_A2,50000,50000,0,0,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,d0f14261c4877c52d466c10e8bedae35b819d39257daf133bf270e22039c44e2,127,0,0,disabled,disabled,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,disabled,0,0,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,4096,False,True,True,True,True,25,25,True,,,,,,True
20260822,A3,20_2_3_1,100,50000,COMPLETED,V35_A3,50000,50000,0,0,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,baf50e4abc50aaf1503225d1df328473b9ecd7f763507a84dace352f9231243c,109,13326,4096,10811e584e049b9af7df1e65315fe9831135a7341ee78e195b344b21c1b6d5f5,13204A33218DB1AF9E0F69053708EB47ABFD80525EDB2B6D1C4D1FFB82A81284,1529,5100,3571,650,838,41,-612662262.0957831,-936979519.9387417,-0.14122216359491577,0.17036049981568227,936979519.9387417,True,700,1610,100,653,653,df96bc7e5a6428347d77b728d9c95ae7d0db95d68ee71d5230026a58e7cb4bc2,16,50,0,200,100,100,c1b07714bebf26b43ed59a0b42a67381cdbcb1fd8b3715bae80319d1d0d270de,49,26,25,4096,True,True,True,True,True,25,25,True,,70.01960784313725,12.745098039215685,16.431372549019606,0.803921568627451,True
20260823,A3,20_2_3_1,100,50000,COMPLETED,V35_A3,50000,50000,0,0,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,37f3880df5427a6ba43028e9a6295a0967e79f149bfc854d34a5da3f475963c1,128,13291,4096,b7b4f5aca214c4700a4b4c8891dc52374e9edbd733370232ba0af54372f8712b,3C9D46245ECB7433E145C723A5E68E4883DA17EEED8994B4C3BE1FD810EA0B0F,654,5100,4446,273,368,13,-221672033.89179456,0.0019174307564457076,-0.34430406540134934,-0.3793021789803305,221672033.89179456,True,700,1616,100,668,668,a9754329be48cb6c10598476e8b061c027ead2aa5853c0f15cabb0324a8b7eef,22,43,0,200,100,100,43aef3657b537b3a6a12a389affaad1a156ac978a823364a8a8b01bef01de370,49,26,25,4096,True,True,True,True,True,25,25,True,,87.17647058823529,5.352941176470588,7.215686274509804,0.2549019607843137,True
20260824,A3,20_2_3_1,100,50000,COMPLETED,V35_A3,50000,50000,0,0,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,2fb6e9c547e6df6f89854e741263a65c7b3b4e99b104895da410aa9eba16883e,115,13268,4096,fe92f928c1fc63fa398fb2c10ed06ce63d09105595a18b58f28fc1be44a76d3a,EB7DA19624607DAB528815B7344A0D4F64F45CC28F5921DA969B0D377108BBA3,442,5100,4658,169,270,3,-90694855.11002654,-1169982980.1164744,-5113228770.099095,-0.31965006761541565,5113228770.099095,True,700,1613,100,668,668,23d9b20e125a9555df9df672b736c0fba09ec3aff6c1bd61df8f3db3d5001f66,38,36,0,200,100,100,cdcede50c72a354cebdbbd834f931cd1af4e694ba012b8e3daafe952999f162e,49,26,25,4096,True,True,True,True,True,25,25,True,,91.33333333333333,3.3137254901960786,5.294117647058823,0.058823529411764705,True
