generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,scope,exposures,uniqueTeacherCount,top1Share,top5Share,shannonEntropy,normalizedEntropy,exposuresPerCycle
2k-100_5_3_1-20260901-A2-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,b7d56e7ce7c8fb03b1025a1d65cb21e6dbc9ccd14bb02981e9ec27f38311e5e0,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,ALL_QG,76,35,0.157895,0.421053,3.215279,0.904350,1.000000
