treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
7,15/55/15/15,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,719155667ddd7bdf7d21300b08302eedc4cf3500949701525fc20739cb0cc1aa
