cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,46,54,0,46,"{G1_CMAX=3, G2_TEC=7, G3_TWC=9, G4_BALANCED=27}",Infinity
1,PARENT,0,0,0,100,8,92,0,8,"{G4_BALANCED=8}",Infinity
1,CATA_TEST,104,45,28,17,10,7,104,10,"{G1_CMAX=3, G2_TEC=1, G3_TWC=1, G4_BALANCED=5}",980.3127180472765
1,CATA_APPLY,79,54,0,54,30,24,79,30,"{G1_CMAX=3, G2_TEC=7, G3_TWC=5, G4_BALANCED=15}",1039.9515608674656
1,CRITICAL_SWAP,6,4,4,0,0,0,6,0,"{}",1105.3888477799533
1,CRITICAL_INSERT,6,6,6,0,0,0,6,0,"{}",1045.111523923193
1,O1_O9,1472,158,152,6,6,0,1472,6,"{G1_CMAX=6}",852.3902791198518
2,GLOBAL_Q_FINAL,0,0,0,100,45,55,0,45,"{G1_CMAX=6, G2_TEC=4, G3_TWC=9, G4_BALANCED=26}",Infinity
2,PARENT,0,0,0,100,18,82,0,18,"{G2_TEC=5, G3_TWC=3, G4_BALANCED=10}",Infinity
2,CATA_TEST,88,32,16,16,8,8,88,8,"{G1_CMAX=3, G3_TWC=2, G4_BALANCED=3}",1011.9534058875821
2,CATA_APPLY,82,48,1,47,23,24,82,23,"{G1_CMAX=3, G2_TEC=6, G3_TWC=1, G4_BALANCED=13}",891.6364523305674
2,CRITICAL_SWAP,6,4,4,0,0,0,6,0,"{}",891.7610142203349
2,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",891.6364523305674
2,O1_O9,1486,166,160,6,6,0,1486,6,"{G1_CMAX=3, G4_BALANCED=3}",805.7440914031579
3,GLOBAL_Q_FINAL,0,0,0,100,27,73,0,27,"{G1_CMAX=3, G2_TEC=1, G3_TWC=4, G4_BALANCED=19}",Infinity
3,PARENT,0,0,0,100,47,53,0,47,"{G1_CMAX=8, G2_TEC=10, G3_TWC=8, G4_BALANCED=21}",Infinity
3,CATA_TEST,98,34,16,18,5,13,98,5,"{G2_TEC=1, G3_TWC=1, G4_BALANCED=3}",1031.649531326407
3,CATA_APPLY,80,49,2,47,15,32,80,15,"{G1_CMAX=1, G2_TEC=3, G3_TWC=2, G4_BALANCED=9}",1001.6857257482754
3,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",1131.313141814926
3,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",1106.0440841903173
3,O1_O9,1481,144,138,6,6,0,1481,6,"{G1_CMAX=3, G4_BALANCED=3}",916.9664658265821
4,GLOBAL_Q_FINAL,0,0,0,100,23,77,0,23,"{G1_CMAX=2, G2_TEC=3, G3_TWC=4, G4_BALANCED=14}",Infinity
4,PARENT,0,0,0,100,58,42,0,58,"{G1_CMAX=9, G2_TEC=10, G3_TWC=8, G4_BALANCED=31}",Infinity
4,CATA_TEST,98,33,18,15,3,12,98,3,"{G3_TWC=2, G4_BALANCED=1}",970.6323413797198
4,CATA_APPLY,80,38,0,38,11,27,80,11,"{G1_CMAX=1, G2_TEC=2, G3_TWC=1, G4_BALANCED=7}",938.7599076463229
4,CRITICAL_SWAP,6,4,4,0,0,0,6,0,"{}",924.8922289083671
4,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",923.9556576398761
4,O1_O9,1485,118,112,6,5,1,1485,5,"{G1_CMAX=3, G4_BALANCED=2}",813.364159284684
5,GLOBAL_Q_FINAL,0,0,0,100,21,79,0,21,"{G1_CMAX=1, G2_TEC=2, G3_TWC=3, G4_BALANCED=15}",Infinity
5,PARENT,0,0,0,100,52,48,0,52,"{G1_CMAX=11, G2_TEC=10, G3_TWC=7, G4_BALANCED=24}",Infinity
5,CATA_TEST,111,37,19,18,7,11,111,7,"{G3_TWC=1, G4_BALANCED=6}",936.7282234087727
