generation,mainFE,parentSlot,factory,role,pSeq,pMac,pWor,pSet,pFat,maximumType,secondType,maximumPressure,secondPressure,pressureGap,confident,diagnosis,reason,criticalOperations,mask,decision,decisionActions
22,147211,4,1,G1_CMAX,0.3392054657948347,0.4764693538644609,0.5494466069880496,0.18252901574208094,0.4650779197630196,WOR,MAC,0.5494466069880496,0.4764693538644609,0.07297725312358871,false,BAL,FULL_MASK_AUDIT,21,N1|N2|N3|N4|N5,APPLY,N2
22,147212,5,1,G1_CMAX,0.3768568133570096,0.4922643176563568,0.46282240249427453,0.1647960256498659,0.4144156017876549,MAC,WOR,0.4922643176563568,0.46282240249427453,0.029441915162082277,false,BAL,FULL_MASK_AUDIT,22,N1|N2|N3|N4|N5,APPLY,N2
22,147213,6,1,G1_CMAX,0.4248696053579102,0.6355046666618871,0.543131479821015,0.17978295196051933,0.4393806276655707,MAC,WOR,0.6355046666618871,0.543131479821015,0.09237318684087215,false,BAL,FULL_MASK_AUDIT,23,N1|N2|N3|N4|N5,APPLY,N2
22,147214,7,1,G1_CMAX,0.30203463819146215,0.35156506516006886,0.4327646212292946,0.17308012536456224,0.42624811605512136,WOR,FAT,0.4327646212292946,0.42624811605512136,0.006516505174173237,false,BAL,FULL_MASK_AUDIT,23,N1|N2|N3|N4|N5,APPLY,N2
22,147215,8,1,G1_CMAX,0.39233576383021973,0.45025093180144704,0.5639716404349461,0.18431746525618137,0.394599974869978,WOR,MAC,0.5639716404349461,0.45025093180144704,0.11372070863349903,false,BAL,FULL_MASK_AUDIT,23,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
22,147220,9,1,G1_CMAX,0.3963831363616104,0.45957002571346195,0.4280923600060095,0.16279067820627433,0.4379574511500466,MAC,FAT,0.45957002571346195,0.4379574511500466,0.021612574563415365,false,BAL,FULL_MASK_AUDIT,22,N1|N2|N3|N4|N5,APPLY,N2
22,147221,10,1,G1_CMAX,0.3561881690015844,0.693508607782074,0.39359098206213117,0.16845438320711492,0.35883109008253145,MAC,WOR,0.693508607782074,0.39359098206213117,0.29991762571994285,false,BAL,FULL_MASK_AUDIT,23,N1|N2|N3|N4|N5,APPLY,N5
22,147222,11,1,G1_CMAX,0.31673579880553965,0.5107164149095297,0.5096686090726731,0.17549933553378738,0.36980510742233397,MAC,WOR,0.5107164149095297,0.5096686090726731,0.0010478058368565968,false,BAL,FULL_MASK_AUDIT,25,N1|N2|N3|N4|N5,APPLY,N2
22,147223,12,1,G1_CMAX,0.49688490022543474,0.623259656553228,0.5487183545172581,0.18276581557339389,0.41496001156993023,MAC,WOR,0.623259656553228,0.5487183545172581,0.07454130203596987,false,BAL,FULL_MASK_AUDIT,19,N1|N2|N3|N4|N5,APPLY,N2
22,147224,13,1,G1_CMAX,0.5340027403013586,0.7473482333850496,0.431795143046949,0.18512316297882936,0.39715254033472647,MAC,SEQ,0.7473482333850496,0.5340027403013586,0.213345493083691,false,BAL,FULL_MASK_AUDIT,24,N1|N2|N3|N4|N5,APPLY,N2
22,147225,14,1,G1_CMAX,0.4474482773744287,0.38945579976215255,0.4781323198113978,0.17079820025268094,0.5197097482658894,FAT,WOR,0.5197097482658894,0.4781323198113978,0.04157742845449164,false,BAL,FULL_MASK_AUDIT,15,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
22,147230,15,1,G4_BALANCED,0.6542417671725165,0.7965421257148764,0.512499038227899,0.20285803414750575,0.41944159511457774,MAC,SEQ,0.7965421257148764,0.6542417671725165,0.1423003585423599,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,APPLY,N2
22,147231,16,1,G4_BALANCED,0.6191362864415646,0.7675998931634247,0.454543130161994,0.20131686641246915,0.4424360533982745,MAC,SEQ,0.7675998931634247,0.6191362864415646,0.1484636067218601,false,BAL,FULL_MASK_AUDIT,22,N1|N2|N3|N4|N5,APPLY,N2
22,147232,17,1,G4_BALANCED,0.5453800894260357,0.6822458647000396,0.5294465099336056,0.1963053109155442,0.47183307071533503,MAC,SEQ,0.6822458647000396,0.5453800894260357,0.1368657752740039,false,BAL,FULL_MASK_AUDIT,19,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
22,147237,18,1,G4_BALANCED,0.44083618159085064,0.5211322581761275,0.5549481380337002,0.18223838616608345,0.47717267895907395,WOR,MAC,0.5549481380337002,0.5211322581761275,0.03381587985757273,false,BAL,FULL_MASK_AUDIT,20,N1|N2|N3|N4|N5,APPLY,N2
22,147238,19,1,G4_BALANCED,0.45177402066693717,0.6008017886530852,0.5439200255615071,0.18499323727333794,0.4428929708355712,MAC,WOR,0.6008017886530852,0.5439200255615071,0.05688176309157811,false,BAL,FULL_MASK_AUDIT,19,N1|N2|N3|N4|N5,APPLY,N2
22,147239,20,1,G4_BALANCED,0.393608495010963,0.564035589509781,0.44895689506579795,0.19960570923814502,0.45449811950976027,MAC,FAT,0.564035589509781,0.45449811950976027,0.10953747000002079,false,BAL,FULL_MASK_AUDIT,22,N1|N2|N3|N4|N5,APPLY,N2
22,147240,21,1,G4_BALANCED,0.454080848517075,0.6022262918360826,0.5642308681477135,0.18883483646595778,0.43633886879896344,MAC,WOR,0.6022262918360826,0.5642308681477135,0.03799542368836906,false,BAL,FULL_MASK_AUDIT,19,N1|N2|N3|N4|N5,APPLY,N1
22,147241,22,0,G4_BALANCED,0.3561881325624827,0.42766296986903657,0.5158016475961757,0.16294375236136455,0.5141145897042824,WOR,FAT,0.5158016475961757,0.5141145897042824,0.0016870578918933843,false,BAL,FULL_MASK_AUDIT,27,N1|N2|N3|N4|N5,APPLY,N2
22,147242,23,0,G4_BALANCED,0.3336440069994412,0.4124744270765546,0.507550010157082,0.17023117931007273,0.5341083750053647,FAT,WOR,0.5341083750053647,0.507550010157082,0.026558364848282667,false,BAL,FULL_MASK_AUDIT,28,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
22,147247,24,1,G4_BALANCED,0.651489195826257,0.7908489463896972,0.48101654924022863,0.20418184956668994,0.4093370993652573,MAC,SEQ,0.7908489463896972,0.651489195826257,0.1393597505634402,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,APPLY,N2
22,147248,25,0,G4_BALANCED,0.4101775322658515,0.48029766720252265,0.4967205451037675,0.17675513455563902,0.598811592589013,FAT,WOR,0.598811592589013,0.4967205451037675,0.10209104748524545,false,BAL,FULL_MASK_AUDIT,25,N1|N2|N3|N4|N5,APPLY,N2
22,147249,26,0,G4_BALANCED,0.41633323670485367,0.4291836721192336,0.5077315395190329,0.16973629019059158,0.6052355941423864,FAT,WOR,0.6052355941423864,0.5077315395190329,0.09750405462335343,false,BAL,FULL_MASK_AUDIT,27,N1|N2|N3|N4|N5,APPLY,N2
22,147250,27,0,G4_BALANCED,0.36555017349762803,0.4223173217055601,0.5084604615763607,0.16170326545239247,0.5463822664304369,FAT,WOR,0.5463822664304369,0.5084604615763607,0.03792180485407615,false,BAL,FULL_MASK_AUDIT,27,N1|N2|N3|N4|N5,APPLY,N2
