campaign,comparison,instance,arm,acceptedRuns,medianActualFE,medianUtilizationRate,medianHV,medianIGD,medianCmax,medianTEC,medianTWC,medianFrontSize,telemetryAvailability
V35-A2-A4-MULTIINSTANCE-CONFIRMATION,A2_vs_A4,100_2_4_1,A2,5,500000.0,1.0,0.6935956685870694,0.14522209060387703,614.9815310364726,41089.95572985742,66453.77162276332,176.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-A4-MULTIINSTANCE-CONFIRMATION,A2_vs_A4,100_2_4_1,A4,5,500000.0,1.0,0.7720114907140005,0.07737348792212331,596.0347503055444,42299.900903846254,65784.01369499072,416.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-A4-MULTIINSTANCE-CONFIRMATION,A2_vs_A4,100_5_3_1,A2,5,500000.0,1.0,0.7891016061375121,0.06512127679364824,782.7411175938282,110886.10210120303,291564.7678278416,296.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-A4-MULTIINSTANCE-CONFIRMATION,A2_vs_A4,100_5_3_1,A4,5,500000.0,1.0,0.6465006703841243,0.12168819169434661,766.00984589189,113858.2152135067,297219.4777844857,383.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-FINAL-CANDIDATE-CONFIRMATION,A0_vs_A2,100_2_5_1,A0,5,500000.0,1.0,0.6961548257245757,0.14222362934223426,555.7641211562001,52327.46554487713,81120.55494808032,206.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-FINAL-CANDIDATE-CONFIRMATION,A0_vs_A2,100_2_5_1,A2,5,500000.0,1.0,0.7896406422002049,0.08324050909812909,549.8919391680756,51427.26614176601,80784.79562997608,255.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-FINAL-CANDIDATE-CONFIRMATION,A0_vs_A2,100_8_3_1,A0,5,500000.0,1.0,0.6017735378014712,0.08806898869265871,1336.1708393316108,206554.87073880533,428369.3291252468,235.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-A2-FINAL-CANDIDATE-CONFIRMATION,A0_vs_A2,100_8_3_1,A2,5,500000.0,1.0,0.4853023118678396,0.16321373023496216,1373.3121609686991,209893.2774131361,427455.2100927282,217.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,A0,12,500000.0,1.0,0.4951777564882723,0.2694061555239613,740.9909382683984,49655.13884693997,88378.53205504396,201.5,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,A1,12,500000.0,1.0,0.48513358729431516,0.2580111190835356,713.512761210422,50241.19156479684,87923.1808533067,238.5,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,A2,12,500000.0,1.0,0.6222902178982703,0.19905164254886265,731.2783900340512,46809.267341619954,90526.72266816453,195.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,A3,12,500000.0,1.0,0.5035190116526729,0.28303409349866326,726.3177628454966,46243.451705035775,90843.55466198183,206.0,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,A4,12,500000.0,1.0,0.6250255853579466,0.1879060734281841,716.4594691402656,47059.7381186893,88566.16405542362,445.5,Cmax_lifecycle_only;merge_pool_and_directional_lifecycle_absent
