campaign,comparison,instance,seed,arm,actualFE,utilizationRate,HV,IGD,Cmax,TEC,TWC,frontSize,sourceFile
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260818,A0,500000,1.0,0.5394069633903266,0.22524100604673827,716.2711546011435,48620.047404599725,89959.05640108268,238,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260818,A1,500000,1.0,0.45928933008648254,0.2681954362640297,710.192790848064,50147.023456012335,88459.76514157996,177,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260818,A2,500000,1.0,0.4586088173463166,0.2888630649983195,720.1106092896875,47649.22812629412,93260.36765872424,175,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260818,A3,500000,1.0,0.5932405062092196,0.208108932832718,759.9916478868522,48068.73993319346,90622.0403744508,229,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260818,A4,500000,1.0,0.6294405737745632,0.1942680402401396,717.7854618441845,46283.56639079483,90796.75426981853,531,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260819,A0,500000,1.0,0.44395890934187476,0.2710741848931458,756.0513037458139,51899.62183436575,87909.99157432646,245,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260819,A1,500000,1.0,0.5151767773571267,0.2456090488919174,703.8071169762009,50335.359673581355,89010.43234494391,236,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260819,A2,500000,1.0,0.7562268296800287,0.1978137437087599,772.1814641123733,46429.4852143913,91166.39676318235,302,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260819,A3,500000,1.0,0.4819398562004807,0.33296092220087786,805.9630885453847,48678.589873556455,96846.15530732505,214,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
V35-STAGE2-PILOT-A0-A4-20260823,Stage2_background,100_2_3_1,20260819,A4,500000,1.0,0.5011225143941462,0.24891631838810876,716.7754295784042,47641.31370802254,89641.15096048654,283,docs/evidence/V35-STAGE2-PILOT-A0-A4-20260823/results/metrics.csv
