runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260823-ZHANGBO_A4,2,20260823,ZHANGBO_A4,COMPLETED,50000,107,822810ea710b7d58b3a51543ff345de7f7e24979c93939f13d7324797a7f8289,11399406231
