candidateId,parentId,lineageId,generated,admitted,evaluation,generation,cmax,tec,twc,subSwarm,mechanism,operator,enteredCandidateSet,pddrRetained,personalArchive,globalArchive,nextRoundSurvival,g1SocialTeacherParticleUses,g1SocialTeacherGenerations,g1PersonalTeacherParticleUses,g1PersonalTeacherGenerations,firstTeacherFE,lastTeacherFE,firstTeacherGeneration,lastTeacherGeneration,fingerprintSha256
1,INITIAL,-1,true,true,1,0,87.873052587888,2259.058146006230,3360.540074081699,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,2,1,0,0,10,10,1,1,3ac9c1857389884cda080300e6a72622db00036deeb78504b199a77b61ccaa24
2,INITIAL,-1,true,true,2,0,62.241674213807,2118.507237985361,2967.309181999674,UNASSIGNED,INITIAL,INITIAL,true,false,true,true,NOT_SELECTED,4,1,148,2,10,3591,1,2,bfc67a2ab6093d149090ca8d5db3e65a9e6e18d3a5e29d47469b878c3cecd66b
3,INITIAL,-1,true,true,9,0,61.785378196056,2202.542971585331,2827.837453632565,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,2,1,1,1,10,20,1,1,800fdfcaf2d41d06e3618acf2c1c5553ea607fa83c682452d0672367bdb1888f
4,GLOBAL_SLOT_G4_BALANCED,5,true,true,16,1,61.348884425703,2144.723622304306,3469.055510758211,G4_BALANCED,CFVF,CFVF,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,096975679317be1fad0000a08df5c70e9ae178675e7755f960e51c382265d6f8
5,GLOBAL_SLOT_G1_CMAX,1,true,true,22,1,51.706764451214,2143.987170164339,2814.640773701731,G1_CMAX,CFVF,CFVF,true,false,false,true,NOT_SELECTED,4,1,0,0,30,240,1,1,b998723aa141c9412d104e4a7ee33d16210e32626849b7384626d557b9f509fd
6,GLOBAL_SLOT_G1_CMAX,1,true,true,52,1,49.674295059393,2113.716240347661,2848.026093847831,G1_CMAX,CFVF,CFVF,true,false,false,true,NOT_SELECTED,28,1,0,0,60,280,1,1,e7232a3c27bbf59ac9b8029dd802ef8e126f80f01c0d685d0c9b74e96971c0ce
7,GLOBAL_SLOT_G2_TEC,1,true,true,308,1,48.463301731835,2091.276588790877,2839.663458449511,G2_TEC,CFVF,CFVF,true,false,false,true,NOT_SELECTED,98,2,0,0,310,3591,1,2,69a4d9499d8549d9f1722a0d42e464934109e437a6af35f6a6a90677313f0984
8,GLOBAL_SLOT_G4_BALANCED,1,true,true,466,1,47.769738883747,2103.429915414486,2934.621329745201,G4_BALANCED,CFVF,CFVF,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,175ad07c368d84942f0dec6f9db57f00c5ace819498a61d50d69bb1dc9c112b2
9,GLOBAL_SLOT_G2_TEC,11,true,true,3308,2,47.742376444112,2112.875493687792,2967.680288223834,G2_TEC,CFVF,CFVF,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,b5860144dc4a2b7e653031401de13b45b6c379e03e0a2be4781781262421fa8a
