algorithm,medianHV,iqrHV,meanHV,stdHV,medianIGD,iqrIGD,medianCmax,medianTEC,medianTWC
ZHANGBO_A4,0.701958250416078,0.022975277850822873,0.7056752814180337,0.03162266090225325,0.18856690465071516,0.015488060897785011,201.32728636958814,8667.943054366626,12827.334944780248
HMOPSO_QGS_F,0.5215631962823096,0.024867850717807505,0.5460851677206333,0.06317737472282438,0.3248412235836371,0.04640612543984057,203.00940255328172,8979.90949261906,12838.469755734852
HMOPSO_QLS_F,0.923410599175587,0.07805707219786939,0.9110980854815341,0.04071651108391479,0.07209805753231371,0.038699426449735196,179.44593090838922,8546.589641847462,12520.878090503204
MOPSO_F,0.936414199286187,0.0071817604134784,0.9368022216647118,0.007255542325444168,0.06641639131288592,0.0010592002831484454,177.0093856992494,8508.512367230815,12494.124831854446
MOPSODS_DE_F,0.9416866824676675,0.023574918059016348,0.9344219095848251,0.022970981487471284,0.06504194828480919,0.0153227325751173,183.3914911786452,8472.06139614461,12495.87574401727
MOHEADE_F,0.7182199139713631,0.03272231036937234,0.7256482825928954,0.01643264199751676,0.16093476620844296,0.01646663179109223,214.91796291110643,8799.072438940333,12731.048991842861
NSGA_II_F,0.8580666189699616,0.012747926541713195,0.8522335159015542,0.01295183188159068,0.08929666433911856,0.004300099954909278,205.6877545465997,8536.642044647331,12591.791463027408
SPEA2_F,0.8450448551065304,0.0280157443632697,0.8446246066599231,0.018080916280205018,0.09885573861715194,0.008386030146971202,214.91622209866603,8613.200526867666,12508.183125215683
