seed,arm,window,granularity,cycle,fe,labels,fingerprintSha256,poolPresent,pddrSelected,enteredNextPopulation,nextCycleEligible,survivedNextCycle,teacherUsed,teacherExposure,improvedAnyDirection,directionalImprovementEvents
20260901,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32295,E_C,a5c871da3e5a56bb03564ad30f0f016eb5e427f55bd447b055ecb7496ec7ff4e,1,1,1,1,1,0,0,0,0
20260901,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32295,E_E,0af438e88ef337174661bc2c41de5125b44f649b1373f5be40d19749b5032527,1,1,1,1,0,0,0,0,0
20260901,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32295,E_W,f8468a6af857f1136cc424fdc9cc4403c18d9645de7bed326fafd2d8a326be61,1,1,1,1,1,0,0,0,0
20260901,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32295,E_B,51b1476a8003a25a81a1c069ecf9f16d08d65d93865685a8a6632fcf29879882,1,1,1,1,1,1,14,1,8
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64495,E_C,aa915b813981beb57ed78d3abfd7f6e11d8a1dd8c4a786194e1666ef1fdbb759,1,1,1,1,1,1,34,1,275
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64495,E_E,a1dfa75da0dc615b6a9d711e90d8b693a8abd33fb0bd1d95d6440449b828a525,1,1,1,1,0,0,0,0,0
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64495,E_W,101292befdff5943ebc0739312b0bd01d9edae6e0ad088fb7d899887b386c40e,1,1,1,1,1,0,0,0,0
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64495,E_B,4927366d77e491a3a3d12c6b501ae56e0cc8423871531ba00eda9c0ba5fb1962,1,1,1,1,1,0,0,0,0
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,3,96680,E_C,aa915b813981beb57ed78d3abfd7f6e11d8a1dd8c4a786194e1666ef1fdbb759,1,1,1,0,,0,0,0,0
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,3,96680,E_E,701b5a6ba4d85330d65f0174e5492c9c11d6c058dcc68b431a975635f2503ea7,1,1,1,0,,0,0,0,0
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,3,96680,E_W,7f0d7f47389e2b49005f335e54d9e097e30bfbf677a8db372d4b6bef11c762d8,1,1,1,0,,0,0,0,0
20260901,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,3,96680,E_B,7ea84ddc7ab76e6778a1b59e70d003fa0591e3328ea6f6439487fe98b81b9a6a,1,1,1,0,,0,0,0,0
20260901,A2,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,32295,E_E,0af438e88ef337174661bc2c41de5125b44f649b1373f5be40d19749b5032527,1,1,1,1,0,0,0,0,0
20260901,A2,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,32295,E_C,a5c871da3e5a56bb03564ad30f0f016eb5e427f55bd447b055ecb7496ec7ff4e,1,1,1,1,1,0,0,0,0
20260901,A2,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,32295,E_B,51b1476a8003a25a81a1c069ecf9f16d08d65d93865685a8a6632fcf29879882,1,1,1,1,1,1,14,1,8
20260901,A2,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,32295,E_W,f8468a6af857f1136cc424fdc9cc4403c18d9645de7bed326fafd2d8a326be61,1,1,1,1,1,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,64495,E_B,4927366d77e491a3a3d12c6b501ae56e0cc8423871531ba00eda9c0ba5fb1962,1,1,1,1,1,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,64495,E_E,a1dfa75da0dc615b6a9d711e90d8b693a8abd33fb0bd1d95d6440449b828a525,1,1,1,1,0,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,64495,E_W,101292befdff5943ebc0739312b0bd01d9edae6e0ad088fb7d899887b386c40e,1,1,1,1,1,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,64495,E_C,aa915b813981beb57ed78d3abfd7f6e11d8a1dd8c4a786194e1666ef1fdbb759,1,1,1,1,1,1,34,1,275
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,96680,E_B,7ea84ddc7ab76e6778a1b59e70d003fa0591e3328ea6f6439487fe98b81b9a6a,1,1,1,0,,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,96680,E_W,7f0d7f47389e2b49005f335e54d9e097e30bfbf677a8db372d4b6bef11c762d8,1,1,1,0,,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,96680,E_E,701b5a6ba4d85330d65f0174e5492c9c11d6c058dcc68b431a975635f2503ea7,1,1,1,0,,0,0,0,0
20260901,A2,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,96680,E_C,aa915b813981beb57ed78d3abfd7f6e11d8a1dd8c4a786194e1666ef1fdbb759,1,1,1,0,,0,0,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,1,6775,E_C,b965c4bfa10d31b49a5cbca14bb5b9d24e9d140687866ad64f9a42b4cf3836e5,1,1,1,1,0,1,1,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,1,6775,E_E,abc04231ca41808c50004430ab5cfbd35dcf14e07bdf5b0525f6cb8c078557d3,1,1,1,1,0,1,174,1,49
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,1,6775,E_W,abc04231ca41808c50004430ab5cfbd35dcf14e07bdf5b0525f6cb8c078557d3,1,1,1,1,0,1,174,1,39
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,1,6775,E_B,7020ccf1b5854b2606450aea755a60b44d4e95e9e14194ade6b955303ab857d8,1,1,1,1,0,1,2,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,2,13491,E_C,6f4da18e0239db79826531d942a2711bca4cc5e835f469a52a9f92dc44f53302,1,1,1,1,1,1,66,1,18
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,2,13491,E_E,164820cd400d165464ee085e0aec27333b6c3b2e6a891a2f857e5561e593fad7,1,1,1,1,1,1,1,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,2,13491,E_W,adf7c5cad210eb72e4bf825b87970b992335503d2031d0a58d2ab2b0cbf2b796,1,1,1,1,1,1,3359,1,1003
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,2,13491,E_B,637bd3b93d2e69c6f73ad73cf79505f784aa3ffb6fd407b10361f1c7ab3112ae,1,1,1,1,1,1,7,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,3,20281,E_C,6f4da18e0239db79826531d942a2711bca4cc5e835f469a52a9f92dc44f53302,1,1,1,1,1,1,52,1,16
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,3,20281,E_E,164820cd400d165464ee085e0aec27333b6c3b2e6a891a2f857e5561e593fad7,1,1,1,1,0,0,0,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,3,20281,E_W,458bab5b426729db0074092724885edc3e620cf4dd25ec0a2e8b4b327db5a3d7,1,1,1,1,1,1,4,1,1
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,3,20281,E_B,368fd92a9483e52d59b82ff29d5cf9af43399d72f68d9838e73963896378555b,1,1,1,1,1,0,0,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,4,27182,E_C,0531ea150b53f42dd86db4178f1696628c9c94143019a5676aaffec7f6f09e4e,1,1,1,1,1,1,1,1,17
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,4,27182,E_E,9a49c61fc8daa60022e19f4e9e8bd062dcd247c1fea94fea7689140cee42e0d7,1,1,1,1,1,1,49,1,15
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,4,27182,E_W,d8c335b15550b38045fb1bd3dfb7ca41d0908b8ae7a4d52fa36afec03f905285,1,1,1,1,1,1,345,1,152
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,4,27182,E_B,23e49f3541b8866ec2c128c439e48345dad12520fd5a2fba1db6e8a1b2bb1eef,1,1,1,1,1,1,5,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,5,34238,E_C,0531ea150b53f42dd86db4178f1696628c9c94143019a5676aaffec7f6f09e4e,1,1,1,1,0,0,0,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,5,34238,E_E,c133da6dd30064584e767924e6d8a6394cec9e2276644c9e48059f29291e0b22,1,1,1,1,0,1,3,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,5,34238,E_W,1895f38456ea059ca200b00febf430461df6952d2a8de16488ec262c1061ac82,1,1,1,1,1,1,7,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,5,34238,E_B,bef816d110ef5ffa8dcac455d4ccd8691c9ea5ce0ae8ca56c99d214a0631891d,1,1,1,1,1,1,6,1,1
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,6,41501,E_C,f8780384655103fabb141d3b50d6f826d1cacde3a240bd0d6d1e0bdd58a35dca,1,1,1,1,1,1,3406,1,1095
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,6,41501,E_E,7f6775071330847540550ee120e0f05dce5d26f5aabe6b350084e715f65190e7,1,1,1,1,1,1,106,1,52
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,6,41501,E_W,1895f38456ea059ca200b00febf430461df6952d2a8de16488ec262c1061ac82,1,1,1,1,1,1,7,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,6,41501,E_B,5caf8e8d20cb7e27bd506a3231dae35f8c82814abd03f6c686914d3228382ceb,1,1,1,1,1,1,1,1,1
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,7,49036,E_C,21861d118f03512a2c7de4d98b8b7fb655c9c857906e47129507d6375bc5116c,1,1,1,1,0,1,1,0,0
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,7,49036,E_E,7f6775071330847540550ee120e0f05dce5d26f5aabe6b350084e715f65190e7,1,1,1,1,0,1,91,1,43
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,7,49036,E_W,f99be0682d963ec8f7fdc9f5fa0b404dfd351c7754f6bc526f6b86a843c2aafa,1,1,1,1,1,1,1049,1,397
20260901,A4,W1_0_50K,DIRECTION_LABEL_EVENT,7,49036,E_B,9347b30a85014d961520badcb8fe0dffe6151a317af8dd8951942428a61d26d5,1,1,1,1,1,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,8,56932,E_C,21861d118f03512a2c7de4d98b8b7fb655c9c857906e47129507d6375bc5116c,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,8,56932,E_E,085b5d687ed36e525e4aa157e7379a88673409cc25c0a0aa220096107eef1222,1,1,1,1,1,1,3,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,8,56932,E_W,63bdfc952b96e8d8c8995893dd1f8cb85c1705189463eaff1587cf5a85c6a079,1,1,1,1,1,1,19,1,6
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,8,56932,E_B,dccee941fdf468d9a6e8fda9699790c30f1afd8abed9844e106a6280a1ce955f,1,1,1,1,1,1,5,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,9,65313,E_C,1c3d77e2ec8703b2e2706c7656ac0d4157c5e9bd0bc654e8ab1aca1facf901ab,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,9,65313,E_E,e021942d0d1fa202de014b974b77bdf1cc467ece572ce6510a88258026b0cc0a,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,9,65313,E_W,63bdfc952b96e8d8c8995893dd1f8cb85c1705189463eaff1587cf5a85c6a079,1,1,1,1,1,1,19,1,6
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,9,65313,E_B,b7971034ea7f99b88d399fb05f739bda3fce3e1c0024487850026ef5611ebb9c,1,1,1,1,1,1,10,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,10,74366,E_C,f8780384655103fabb141d3b50d6f826d1cacde3a240bd0d6d1e0bdd58a35dca,1,1,1,1,1,1,1057,1,326
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,10,74366,E_E,a1c9a2e3a580e06fbe993ba0ecb28edb84161dc3f04a5e715175b25da97f665a,1,1,1,1,1,1,79,1,25
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,10,74366,E_W,63bdfc952b96e8d8c8995893dd1f8cb85c1705189463eaff1587cf5a85c6a079,1,1,1,1,0,1,2,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,10,74366,E_B,dccee941fdf468d9a6e8fda9699790c30f1afd8abed9844e106a6280a1ce955f,1,1,1,1,1,1,5,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,11,84405,E_C,0e78313c6e8282a241ab0ba975becfb18407adedefaee7cec66224dbe4058e27,1,1,1,1,0,1,5,1,2
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,11,84405,E_E,a1c9a2e3a580e06fbe993ba0ecb28edb84161dc3f04a5e715175b25da97f665a,1,1,1,1,1,1,1,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,11,84405,E_W,6ebffdcc3219b2eca02a1297e0683a11dcf78358d7a52b509b320e416ace232b,1,1,1,1,1,1,8,1,4
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,11,84405,E_B,b7971034ea7f99b88d399fb05f739bda3fce3e1c0024487850026ef5611ebb9c,1,1,1,1,1,1,3,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,12,96025,E_C,779af3b2f6672a2d1b7c792f00e77bef8e59c2224e6df93bb392787c0a071eda,1,1,1,0,,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,12,96025,E_E,a033136e4922a1f76e45e6a30d5fe43d8dde8ab6dbf70a787327876f992390dc,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,12,96025,E_W,6ebffdcc3219b2eca02a1297e0683a11dcf78358d7a52b509b320e416ace232b,1,1,1,0,,0,0,0,0
20260901,A4,W2_50K_100K,DIRECTION_LABEL_EVENT,12,96025,E_B,1192420e3c40249e0b5c159e1ed1092bb4eaf4efb1af4ba56630a778a96ff061,1,1,1,0,,0,0,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,6775,E_C,b965c4bfa10d31b49a5cbca14bb5b9d24e9d140687866ad64f9a42b4cf3836e5,1,1,1,1,0,1,1,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,6775,E_B,7020ccf1b5854b2606450aea755a60b44d4e95e9e14194ade6b955303ab857d8,1,1,1,1,0,1,2,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,1,6775,E_E;E_W,abc04231ca41808c50004430ab5cfbd35dcf14e07bdf5b0525f6cb8c078557d3,1,1,1,1,0,1,174,1,88
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,13491,E_E,164820cd400d165464ee085e0aec27333b6c3b2e6a891a2f857e5561e593fad7,1,1,1,1,1,1,1,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,13491,E_C,6f4da18e0239db79826531d942a2711bca4cc5e835f469a52a9f92dc44f53302,1,1,1,1,1,1,66,1,18
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,13491,E_W,adf7c5cad210eb72e4bf825b87970b992335503d2031d0a58d2ab2b0cbf2b796,1,1,1,1,1,1,3359,1,1003
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,2,13491,E_B,637bd3b93d2e69c6f73ad73cf79505f784aa3ffb6fd407b10361f1c7ab3112ae,1,1,1,1,1,1,7,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,20281,E_E,164820cd400d165464ee085e0aec27333b6c3b2e6a891a2f857e5561e593fad7,1,1,1,1,0,0,0,0,0
