seed,arm,window,granularity,cycle,fe,labels,fingerprintSha256,poolPresent,pddrSelected,enteredNextPopulation,nextCycleEligible,survivedNextCycle,teacherUsed,teacherExposure,improvedAnyDirection,directionalImprovementEvents
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,20281,E_C,6f4da18e0239db79826531d942a2711bca4cc5e835f469a52a9f92dc44f53302,1,1,1,1,1,1,52,1,16
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,20281,E_B,368fd92a9483e52d59b82ff29d5cf9af43399d72f68d9838e73963896378555b,1,1,1,1,1,0,0,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,3,20281,E_W,458bab5b426729db0074092724885edc3e620cf4dd25ec0a2e8b4b327db5a3d7,1,1,1,1,1,1,4,1,1
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,4,27182,E_C,0531ea150b53f42dd86db4178f1696628c9c94143019a5676aaffec7f6f09e4e,1,1,1,1,1,1,1,1,17
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,4,27182,E_B,23e49f3541b8866ec2c128c439e48345dad12520fd5a2fba1db6e8a1b2bb1eef,1,1,1,1,1,1,5,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,4,27182,E_E,9a49c61fc8daa60022e19f4e9e8bd062dcd247c1fea94fea7689140cee42e0d7,1,1,1,1,1,1,49,1,15
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,4,27182,E_W,d8c335b15550b38045fb1bd3dfb7ca41d0908b8ae7a4d52fa36afec03f905285,1,1,1,1,1,1,345,1,152
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,5,34238,E_E,c133da6dd30064584e767924e6d8a6394cec9e2276644c9e48059f29291e0b22,1,1,1,1,0,1,3,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,5,34238,E_C,0531ea150b53f42dd86db4178f1696628c9c94143019a5676aaffec7f6f09e4e,1,1,1,1,0,0,0,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,5,34238,E_W,1895f38456ea059ca200b00febf430461df6952d2a8de16488ec262c1061ac82,1,1,1,1,1,1,7,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,5,34238,E_B,bef816d110ef5ffa8dcac455d4ccd8691c9ea5ce0ae8ca56c99d214a0631891d,1,1,1,1,1,1,6,1,1
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,6,41501,E_E,7f6775071330847540550ee120e0f05dce5d26f5aabe6b350084e715f65190e7,1,1,1,1,1,1,106,1,52
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,6,41501,E_W,1895f38456ea059ca200b00febf430461df6952d2a8de16488ec262c1061ac82,1,1,1,1,1,1,7,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,6,41501,E_B,5caf8e8d20cb7e27bd506a3231dae35f8c82814abd03f6c686914d3228382ceb,1,1,1,1,1,1,1,1,1
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,6,41501,E_C,f8780384655103fabb141d3b50d6f826d1cacde3a240bd0d6d1e0bdd58a35dca,1,1,1,1,1,1,3406,1,1095
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,7,49036,E_B,9347b30a85014d961520badcb8fe0dffe6151a317af8dd8951942428a61d26d5,1,1,1,1,1,0,0,0,0
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,7,49036,E_E,7f6775071330847540550ee120e0f05dce5d26f5aabe6b350084e715f65190e7,1,1,1,1,0,1,91,1,43
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,7,49036,E_W,f99be0682d963ec8f7fdc9f5fa0b404dfd351c7754f6bc526f6b86a843c2aafa,1,1,1,1,1,1,1049,1,397
20260901,A4,W1_0_50K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,7,49036,E_C,21861d118f03512a2c7de4d98b8b7fb655c9c857906e47129507d6375bc5116c,1,1,1,1,0,1,1,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,8,56932,E_E,085b5d687ed36e525e4aa157e7379a88673409cc25c0a0aa220096107eef1222,1,1,1,1,1,1,3,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,8,56932,E_W,63bdfc952b96e8d8c8995893dd1f8cb85c1705189463eaff1587cf5a85c6a079,1,1,1,1,1,1,19,1,6
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,8,56932,E_B,dccee941fdf468d9a6e8fda9699790c30f1afd8abed9844e106a6280a1ce955f,1,1,1,1,1,1,5,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,8,56932,E_C,21861d118f03512a2c7de4d98b8b7fb655c9c857906e47129507d6375bc5116c,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,9,65313,E_B,b7971034ea7f99b88d399fb05f739bda3fce3e1c0024487850026ef5611ebb9c,1,1,1,1,1,1,10,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,9,65313,E_E,e021942d0d1fa202de014b974b77bdf1cc467ece572ce6510a88258026b0cc0a,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,9,65313,E_W,63bdfc952b96e8d8c8995893dd1f8cb85c1705189463eaff1587cf5a85c6a079,1,1,1,1,1,1,19,1,6
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,9,65313,E_C,1c3d77e2ec8703b2e2706c7656ac0d4157c5e9bd0bc654e8ab1aca1facf901ab,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,10,74366,E_E,a1c9a2e3a580e06fbe993ba0ecb28edb84161dc3f04a5e715175b25da97f665a,1,1,1,1,1,1,79,1,25
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,10,74366,E_W,63bdfc952b96e8d8c8995893dd1f8cb85c1705189463eaff1587cf5a85c6a079,1,1,1,1,0,1,2,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,10,74366,E_B,dccee941fdf468d9a6e8fda9699790c30f1afd8abed9844e106a6280a1ce955f,1,1,1,1,1,1,5,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,10,74366,E_C,f8780384655103fabb141d3b50d6f826d1cacde3a240bd0d6d1e0bdd58a35dca,1,1,1,1,1,1,1057,1,326
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,11,84405,E_B,b7971034ea7f99b88d399fb05f739bda3fce3e1c0024487850026ef5611ebb9c,1,1,1,1,1,1,3,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,11,84405,E_E,a1c9a2e3a580e06fbe993ba0ecb28edb84161dc3f04a5e715175b25da97f665a,1,1,1,1,1,1,1,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,11,84405,E_W,6ebffdcc3219b2eca02a1297e0683a11dcf78358d7a52b509b320e416ace232b,1,1,1,1,1,1,8,1,4
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,11,84405,E_C,0e78313c6e8282a241ab0ba975becfb18407adedefaee7cec66224dbe4058e27,1,1,1,1,0,1,5,1,2
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,12,96025,E_B,1192420e3c40249e0b5c159e1ed1092bb4eaf4efb1af4ba56630a778a96ff061,1,1,1,0,,0,0,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,12,96025,E_E,a033136e4922a1f76e45e6a30d5fe43d8dde8ab6dbf70a787327876f992390dc,1,0,0,0,,0,0,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,12,96025,E_W,6ebffdcc3219b2eca02a1297e0683a11dcf78358d7a52b509b320e416ace232b,1,1,1,0,,0,0,0,0
20260901,A4,W2_50K_100K,UNIQUE_DIRECTIONAL_REPRESENTATIVE,12,96025,E_C,779af3b2f6672a2d1b7c792f00e77bef8e59c2224e6df93bb392787c0a071eda,1,1,1,0,,0,0,0,0
20260902,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32276,E_C,848c43db64faf4ac33aa60cd2869f76607a0c7da1bdd1946e3185f830b89b657,1,1,1,1,1,0,0,0,0
20260902,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32276,E_E,c71c5f6137971c1f296fd649a8cd2f6480bbca55f3ef1fb4ac169b1935897ce9,1,1,1,1,0,0,0,0,0
20260902,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32276,E_W,4b326230c8843a974ebf55f5a062abacd3edf05051266d855df3cf2078f89599,1,1,1,1,1,0,0,0,0
20260902,A2,W1_0_50K,DIRECTION_LABEL_EVENT,1,32276,E_B,119e54d47a2cf5a28a3e022695059a52925bff21f395b47d3d29a813d3776fed,1,1,1,1,1,1,10,0,0
20260902,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64472,E_C,848c43db64faf4ac33aa60cd2869f76607a0c7da1bdd1946e3185f830b89b657,1,1,1,1,1,0,0,0,0
20260902,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64472,E_E,b37ad810215fa4b87601a014bc784b0be78463d64982c853f4ef893cfcf515e6,1,1,1,1,0,1,3,1,69
20260902,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64472,E_W,c8621fef697502130331806da6bfe05b701481412c3a24a205a2928076fa7c17,1,1,1,1,0,1,2,1,20
20260902,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,2,64472,E_B,411b91ccd6bee220a523e0704a75f981b6f568a975a2cbf4c3ec2a70149e8025,1,1,1,1,1,0,0,0,0
20260902,A2,W2_50K_100K,DIRECTION_LABEL_EVENT,3,96672,E_C,e52203d2e011ba5f0482c43cb32f97902275eba9bbf1d291bcdb6c3f4d4ec36b,1,1,1,0,,0,0,0,0
