treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
6,15/25/30/30,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,e13877cb7d102e41fd6d07d46a4c32b0299c62d58fc87a687770b3381a650e59
