generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,window,macroNeighborhood,candidateCount,generated,evaluated,acceptedLocally,enteredMergePool,selectedByPddr,enteredPersonalArchive,enteredGlobalArchive,survivedNextGeneration,teacherUsedLater,improvedOffspringLater,rightCensoredFields,unobservableFields,closureStatus
A4-20k-effective-20258-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,W1,N1,77,77,77,24,6,3,0,0,3,0,0,450,0,INCOMPLETE
A4-20k-effective-20258-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,W1,N2,153,153,153,72,55,22,0,0,22,0,0,808,0,INCOMPLETE
A4-20k-effective-20258-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,W1,N3,108,108,108,40,29,23,0,0,23,0,0,590,0,INCOMPLETE
A4-20k-effective-20258-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,W1,N4,80,80,80,7,4,2,0,0,2,0,0,472,0,INCOMPLETE
A4-20k-effective-20258-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,W1,N5,74,74,74,19,18,12,0,0,12,0,0,408,0,INCOMPLETE
