arm,medianHV,medianIGD,medianSpacing,medianWallSeconds
A0,0.772928154114,0.135882453775,0.040086350036,3.495083
A4,0.853561456383,0.076574955335,0.036656466865,10.339535
A5,0.815152762823,0.095212778590,0.030077258959,13.565101
