sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
1,1,5100,0,2,G1_CMAX,BAL,MAC,0.6510603261750779,WOR,0.5750523552099545,0.07600797096512346,0.5598794612871967,0.6510603261750779,0.5750523552099545,0.20160439559419524,0.17448192218497835,N1,true,275.2599408853766,10764.298067150048,20229.344687030258,0.0,false,false,false,0.0
1,1,5100,0,2,G1_CMAX,BAL,MAC,0.6510603261750779,WOR,0.5750523552099545,0.07600797096512346,0.5598794612871967,0.6510603261750779,0.5750523552099545,0.20160439559419524,0.17448192218497835,N2,true,285.40358542018913,10967.463766639723,22244.574976785072,-0.18563603738600676,false,false,false,0.0
1,1,5100,0,2,G1_CMAX,BAL,MAC,0.6510603261750779,WOR,0.5750523552099545,0.07600797096512346,0.5598794612871967,0.6510603261750779,0.5750523552099545,0.20160439559419524,0.17448192218497835,N3,true,275.2599408853766,10790.321258824937,19608.615508323084,0.0,false,false,false,0.0
1,1,5100,0,2,G1_CMAX,BAL,MAC,0.6510603261750779,WOR,0.5750523552099545,0.07600797096512346,0.5598794612871967,0.6510603261750779,0.5750523552099545,0.20160439559419524,0.17448192218497835,N4,true,275.2599408853766,11569.358938594185,20469.758999785245,0.0,false,false,false,0.0
1,1,5100,0,2,G1_CMAX,BAL,MAC,0.6510603261750779,WOR,0.5750523552099545,0.07600797096512346,0.5598794612871967,0.6510603261750779,0.5750523552099545,0.20160439559419524,0.17448192218497835,N5,true,275.2599408853766,10863.610621129515,20086.872310594554,0.0,false,false,false,0.0
2,1,5143,20,0,G4_BALANCED,BAL,WOR,0.5464251496486621,FAT,0.5012075335972236,0.04521761605143848,0.4685951318177485,0.44829523665747006,0.5464251496486621,0.16730703806940822,0.5012075335972236,N1,true,335.77160004033624,10288.124887822662,15155.387241166687,-0.014796643484230435,true,false,false,0.0
2,1,5143,20,0,G4_BALANCED,BAL,WOR,0.5464251496486621,FAT,0.5012075335972236,0.04521761605143848,0.4685951318177485,0.44829523665747006,0.5464251496486621,0.16730703806940822,0.5012075335972236,N2,true,343.87826006704313,10559.904289036978,14834.041492277502,-0.25295631734845675,true,false,false,0.0
2,1,5143,20,0,G4_BALANCED,BAL,WOR,0.5464251496486621,FAT,0.5012075335972236,0.04521761605143848,0.4685951318177485,0.44829523665747006,0.5464251496486621,0.16730703806940822,0.5012075335972236,N3,true,318.7600234601574,10244.392073881529,14366.461786892036,0.0235263223433815,true,true,true,0.0
2,1,5143,20,0,G4_BALANCED,BAL,WOR,0.5464251496486621,FAT,0.5012075335972236,0.04521761605143848,0.4685951318177485,0.44829523665747006,0.5464251496486621,0.16730703806940822,0.5012075335972236,N4,true,345.38672435430806,10348.998458362663,15043.155477449336,-0.06814001550573735,true,false,false,0.0
2,1,5143,20,0,G4_BALANCED,BAL,WOR,0.5464251496486621,FAT,0.5012075335972236,0.04521761605143848,0.4685951318177485,0.44829523665747006,0.5464251496486621,0.16730703806940822,0.5012075335972236,N5,true,321.71433876753434,10444.64113880946,14684.372956535715,-0.1519514798070642,false,false,false,0.0
