seed,same_initial_population,a2_hv,a3_hv,delta_hv,a2_igd,a3_igd,igd_improvement,a2_min_cmax,a3_min_cmax,cmax_improvement,a2_min_tec,a3_min_tec,a2_min_twc,a3_min_twc
20260822,True,0.8817576521815913,0.6353536205201246,-0.27944643412147185,0.03197172814454958,0.1743896840173801,-4.454496648693336,191.14300512774835,186.68938940650585,0.023299914732772847,8489.136296001067,8779.393694026148,12689.662683177467,12918.331913279868
20260823,True,0.7658149890421798,0.6930205595002614,-0.09505485082364848,0.08938579392495367,0.12823999221681523,-0.43467979178528837,198.3244872679701,199.86497275627178,-0.007767500168651447,8590.967766285668,8733.084475364052,12867.048610517702,12764.720093978296
20260824,True,0.8311773768264036,0.7840121501242243,-0.05674507995184523,0.050068285619413594,0.08699113413242665,-0.7374498258973042,200.99707441234597,205.66386004772323,-0.02321817692631359,8469.405562500544,8565.281982500668,12769.455039662727,12506.083356934085
