seed,arm,status,full_evaluations,decoder_calls,illegal_solutions,duplicate_evaluations,initial_population_hash,evaluation_trace_hash,front_size,min_cmax,min_tec,min_twc,qp_event_total,qp_event_retained,qp_pbest_switches,qp_keep_count,qp_directional_count,qp_epsilon_count,qp_complementary_count,qp_keep_average_reward,qp_directional_average_reward,qp_epsilon_average_reward,qp_complementary_average_reward,archive_insertions,archive_dominated_removals,archive_duplicate_removals,archive_truncations,dual_q_warmup,dual_q_p_block,dual_q_g_block,manifest_files_checked,manifest_failures
20260822,A2,COMPLETED,50000,50000,0,0,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,9e6e18d61cb54fbc9d4d7085be55ea278b00ff477d7c86c79874d6180770fb91,122,191.14300512774835,8489.136296001067,12689.662683177467,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,25,0
20260822,A3,COMPLETED,50000,50000,0,0,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,baf50e4abc50aaf1503225d1df328473b9ecd7f763507a84dace352f9231243c,109,186.68938940650585,8779.393694026148,12918.331913279868,13326,4096,1529,3571,650,838,41,-612662262.0957831,-936979519.9387417,-0.14122216359491577,0.17036049981568227,200,16,50,0,49,26,25,25,0
20260823,A2,COMPLETED,50000,50000,0,0,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,4fbed32f34fd28c5910a45ce3761824e94afe21abf0767d0a57d4bee7abacc6a,151,198.3244872679701,8590.967766285668,12867.048610517702,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,25,0
20260823,A3,COMPLETED,50000,50000,0,0,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,37f3880df5427a6ba43028e9a6295a0967e79f149bfc854d34a5da3f475963c1,128,199.86497275627178,8733.084475364052,12764.720093978296,13291,4096,654,4446,273,368,13,-221672033.89179456,0.0019174307564457076,-0.34430406540134934,-0.3793021789803305,200,22,43,0,49,26,25,25,0
20260824,A2,COMPLETED,50000,50000,0,0,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,d0f14261c4877c52d466c10e8bedae35b819d39257daf133bf270e22039c44e2,127,200.99707441234597,8469.405562500544,12769.455039662727,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,25,0
20260824,A3,COMPLETED,50000,50000,0,0,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,2fb6e9c547e6df6f89854e741263a65c7b3b4e99b104895da410aa9eba16883e,115,205.66386004772323,8565.281982500668,12506.083356934085,13268,4096,442,4658,169,270,3,-90694855.11002654,-1169982980.1164744,-5113228770.099095,-0.31965006761541565,200,38,36,0,49,26,25,25,0
