sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.6940244927590877,SEQ,0.692840295001586,0.0011841977575017815,0.692840295001586,0.5373656644894158,0.6940244927590877,0.17131576524962228,0.36907858659360976,N1,true,341.95161125291384,11334.6838529433,24204.47436611388,0.0,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.6940244927590877,SEQ,0.692840295001586,0.0011841977575017815,0.692840295001586,0.5373656644894158,0.6940244927590877,0.17131576524962228,0.36907858659360976,N2,true,341.9278437945199,11292.36537419376,21341.641492635328,1.7981001147315937E-4,true,true,true,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.6940244927590877,SEQ,0.692840295001586,0.0011841977575017815,0.692840295001586,0.5373656644894158,0.6940244927590877,0.17131576524962228,0.36907858659360976,N4,true,384.3883969740567,11494.2056141207,22975.343499982228,-0.32105069044097556,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.6940244927590877,SEQ,0.692840295001586,0.0011841977575017815,0.692840295001586,0.5373656644894158,0.6940244927590877,0.17131576524962228,0.36907858659360976,N5,true,384.16195786385913,12109.826123473918,26099.040535310945,-0.31933759102884074,false,false,false,0.0
2,1,5158,20,2,G4_BALANCED,BAL,MAC,0.7608371831636288,SEQ,0.6895143085738831,0.07132287458974573,0.6895143085738831,0.7608371831636288,0.532664636651641,0.1949883545521515,0.08267516426586018,N1,true,305.321285244492,10506.828049793196,19480.95777022763,4.960244169048894E-16,true,true,true,0.0
2,1,5158,20,2,G4_BALANCED,BAL,MAC,0.7608371831636288,SEQ,0.6895143085738831,0.07132287458974573,0.6895143085738831,0.7608371831636288,0.532664636651641,0.1949883545521515,0.08267516426586018,N2,true,304.6206213695275,10475.172144537242,21007.262650948403,-0.2489852595436597,true,false,false,0.0
2,1,5158,20,2,G4_BALANCED,BAL,MAC,0.7608371831636288,SEQ,0.6895143085738831,0.07132287458974573,0.6895143085738831,0.7608371831636288,0.532664636651641,0.1949883545521515,0.08267516426586018,N4,true,345.1877623442095,10247.384263221003,19629.79891228341,-0.02428037206303902,true,false,false,0.0
2,1,5158,20,2,G4_BALANCED,BAL,MAC,0.7608371831636288,SEQ,0.6895143085738831,0.07132287458974573,0.6895143085738831,0.7608371831636288,0.532664636651641,0.1949883545521515,0.08267516426586018,N5,true,345.1877623442095,10247.384263221003,19629.79891228341,-0.02428037206303902,true,false,false,0.0
3,1,5230,40,1,G4_BALANCED,BAL,WOR,0.812926160776072,SEQ,0.7926715764702064,0.020254584305865686,0.7926715764702064,0.5329210871619031,0.812926160776072,0.13740037737996924,0.5105466144238806,N1,true,337.4985002538457,10773.7604823364,21746.89268817419,0.0,false,false,false,0.0
3,1,5230,40,1,G4_BALANCED,BAL,WOR,0.812926160776072,SEQ,0.7926715764702064,0.020254584305865686,0.7926715764702064,0.5329210871619031,0.812926160776072,0.13740037737996924,0.5105466144238806,N2,true,339.66673063346104,10970.638359465234,24078.881216326397,-0.2777487433454931,false,false,false,0.0
