sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
3,1,5230,40,1,G4_BALANCED,BAL,WOR,0.812926160776072,SEQ,0.7926715764702064,0.020254584305865686,0.7926715764702064,0.5329210871619031,0.812926160776072,0.13740037737996924,0.5105466144238806,N4,true,370.8353355479353,10929.93130883973,21371.88863680439,0.044664415266211156,false,false,false,0.0
3,1,5230,40,1,G4_BALANCED,BAL,WOR,0.812926160776072,SEQ,0.7926715764702064,0.020254584305865686,0.7926715764702064,0.5329210871619031,0.812926160776072,0.13740037737996924,0.5105466144238806,N5,true,337.4985002538457,10647.601838653996,21236.566916751726,0.06078174913738559,false,false,false,0.0
4,1,5279,60,1,G2_TEC,BAL,WOR,0.794040881450401,SEQ,0.7771487008665734,0.016892180583827576,0.7771487008665734,0.6251995615417267,0.794040881450401,0.14363269784092947,0.5034085631798624,N1,true,294.72683411771834,10630.472836911942,21079.776773858488,-0.024436490267594018,false,false,false,0.0
4,1,5279,60,1,G2_TEC,BAL,WOR,0.794040881450401,SEQ,0.7771487008665734,0.016892180583827576,0.7771487008665734,0.6251995615417267,0.794040881450401,0.14363269784092947,0.5034085631798624,N2,true,294.5398291501012,10708.345618982423,20154.087355513835,-0.0764357850602682,false,false,false,0.0
4,1,5279,60,1,G2_TEC,BAL,WOR,0.794040881450401,SEQ,0.7771487008665734,0.016892180583827576,0.7771487008665734,0.6251995615417267,0.794040881450401,0.14363269784092947,0.5034085631798624,N4,true,318.9062866471258,10593.878588553416,20479.558990428224,-8.009610393283116E-7,false,false,false,0.0
4,1,5279,60,1,G2_TEC,BAL,WOR,0.794040881450401,SEQ,0.7771487008665734,0.016892180583827576,0.7771487008665734,0.6251995615417267,0.794040881450401,0.14363269784092947,0.5034085631798624,N5,true,307.0808210462989,10336.81723619237,20431.22298049692,0.17165107387665943,true,true,true,0.0
5,1,5314,80,0,G3_TWC,BAL,MAC,0.6203288977870891,FAT,0.6202535472559967,7.535053109242185E-5,0.604238284401205,0.6203288977870891,0.6056673378248361,0.18532049227209657,0.6202535472559967,N1,true,383.8791012693862,10387.452307166292,14944.712877582444,-0.030752987748756403,false,false,false,0.0
5,1,5314,80,0,G3_TWC,BAL,MAC,0.6203288977870891,FAT,0.6202535472559967,7.535053109242185E-5,0.604238284401205,0.6203288977870891,0.6056673378248361,0.18532049227209657,0.6202535472559967,N2,true,402.55278813397484,10889.14644879354,16898.345871987527,-1.0,false,false,false,0.0
5,1,5314,80,0,G3_TWC,BAL,MAC,0.6203288977870891,FAT,0.6202535472559967,7.535053109242185E-5,0.604238284401205,0.6203288977870891,0.6056673378248361,0.18532049227209657,0.6202535472559967,N4,true,383.8791012693862,10939.455452627864,14836.623983208954,0.039148507384425275,true,false,false,0.0
5,1,5314,80,0,G3_TWC,BAL,MAC,0.6203288977870891,FAT,0.6202535472559967,7.535053109242185E-5,0.604238284401205,0.6203288977870891,0.6056673378248361,0.18532049227209657,0.6202535472559967,N5,true,383.9921521610011,10308.599327182303,14475.958417122481,0.2723922875029041,true,true,true,0.0
