Cmax,TEC,TWC
1178.2462918786794,51417.631773337635,132142.14411732406
1212.1706491166656,51236.87900128974,128194.48480822699
1194.6370435723231,49745.51686030295,137455.7652083609
733.7140780650479,58629.34471787483,98700.48045953155
757.647529689177,56201.1389769889,95786.4819719182
1156.250239978941,51429.51126693436,127138.38892949765
764.9445926103582,56296.1573377369,92398.27029831821
784.8444728652953,55925.23053908935,89940.10828903502
742.6605872977314,58094.26528543497,95483.93025114367
850.6298583280577,53357.63041657364,99422.19864550028
758.4249118593484,56155.77061053075,93747.24516740083
782.4264065636781,56109.03120603647,89470.35383943302
825.8786768001178,53709.998763681426,97557.02662501666
744.9686475996489,57227.07708926522,92647.06731479101
926.7276759856902,52265.89629691454,104626.83784285534
842.5668690901202,53570.393408568016,97815.57224900005
765.328877875267,55492.24705197559,91565.49738868377
758.9797967382715,55694.205399202736,93541.93144801998
880.6432767422834,52860.15844816427,99436.84932824576
791.4198033409276,55765.54418573435,89874.43259532665
765.2961580427082,55665.498035135184,95666.6899715999
765.3505063291705,56026.68883539169,91488.36827294098
912.9406008000852,52776.91482264865,98827.68750916107
905.5839105865023,52782.75507474899,99540.62132229126
911.2218169058675,52347.307294500635,104876.62034480454
969.4163169444217,52009.76705937177,100655.71234033848
785.6809995913704,55468.33158100175,90475.21536470075
933.4481827954288,52266.80525093812,100815.4297106855
896.3808221100309,52392.9319826742,103309.02301037818
793.799164760706,55227.559655319055,90159.21083213383
925.9286305880795,52217.334238082156,106103.98285654062
884.2903649777386,52871.463625641736,97333.08600082764
768.6131763673512,55474.2471664091,91260.29867035267
863.0053991928335,52912.00951664997,98964.35064177895
936.483459988785,53066.32434950068,96270.13114562271
845.4142245990512,53590.7756350688,96680.66055633267
768.419727079897,57223.491287236815,90339.27082529117
1002.4704703899889,51688.95544902414,111967.9979583647
755.5401677169588,56588.97560584635,100585.01157089503
1145.7512164253035,51522.48184321625,130086.77364844817
795.1757895799766,54353.37915314864,94840.53595335962
942.2507941305803,54021.07460580548,92679.47492693283
886.8194481702766,53963.91111561349,93098.05054456143
903.8742763986404,53605.08572672312,93150.3625799453
974.8467574173146,52884.20571337329,96724.4440494886
855.2371600759568,53630.94194310368,95203.16621622379
925.7327791708228,52147.53268568791,111071.1709995488
966.4156697707118,52236.64845082746,104351.59585492249
948.4375677476571,52220.73382237908,105524.16037434022
941.5769582785107,51982.5966786607,107063.31906496914
967.879970625785,52129.495148521295,104457.6294485202
935.4467102205105,52314.16318557896,99263.38139748473
875.7169648673071,53914.773661163556,93689.9394239357
925.4210983841825,52530.25787639778,99536.16021472836
875.7169648673071,53949.68362125015,93485.16458984627
786.5075719790007,55127.253922628486,90373.98756504575
786.2074411185056,55400.28854692839,90461.25782490721
919.8077176336873,53521.06135785324,93791.2155586354
938.3291118594506,52723.99517150981,99031.21274366212
771.0985583663085,54907.653020119156,90894.14710149876
890.4674824914732,53201.33724125987,95918.30754457411
839.0510839070025,54165.56518840509,92504.96161028385
798.2363767923777,54143.34365089894,95036.1678023689
898.841066654956,52279.86112066527,105410.0791689889
817.5279442873771,53771.73570435852,99209.46896441652
805.6430282553359,54176.28727727232,93956.5341708727
807.6631979016582,53803.42669766738,97428.39687282345
826.335034148008,53673.548060747424,95604.02338482742
864.2719574499935,53177.88264134967,97855.03690622635
830.1684780883312,53166.502469910454,99618.23390524235
791.465788041519,55595.65259252484,89642.56857438845
797.2608730196832,54903.288916279984,90344.87197619086
846.5822125469189,53042.05500809839,100615.3868249403
790.2156428782511,55157.06679180136,90236.74827979485
796.9512241441894,54245.77423409216,93284.41893923146
857.5989255719062,52993.62385184,98184.88754392011
865.6986216834997,53177.25472526238,97429.5346268983
857.5989255719062,52530.58183099254,99647.13734551417
865.6986216834997,52924.60327931111,98632.34594397049
754.995368067816,56929.840954702704,98326.30450444914
1185.7408841528459,51304.74291025462,121498.40113464335
1254.4753077311889,51401.51684606161,116272.40123119674
839.5732867046188,53808.15262190573,93926.57312244136
878.5998444400345,53421.54691343052,95717.29679510125
892.9157684372535,54090.92210144327,92875.44243730558
810.2395594954501,54028.954351178676,94719.95027793314
906.7228792903726,53487.48315426736,93834.09794192616
824.1429145725351,54495.136423680466,91297.05039693175
765.6145045704458,55726.58027945011,91445.94952011839
823.9133247814044,53654.198167764494,98126.58386490517
879.6858118854825,53537.662715069964,94140.27970916982
869.7562220781792,53803.327543737934,93829.46724298876
931.1679137822642,53132.50190218983,95293.47994594424
976.2362778276504,52658.83539982663,98867.42121575956
878.499860088465,52864.69991363737,97808.81848137232
893.1610579326955,53203.93576167032,95220.24107330147
777.5082244673821,55699.314188970566,90762.46189597723
955.6940902729451,52678.72365475443,98950.62049507482
777.2177834998137,54590.745669971904,93336.53399195311
796.426639923566,54478.887626975236,94520.52920439493
788.5673504921265,54486.74397943855,92782.19997250408
809.2927511095273,53786.85979151865,95427.20160495849
829.3058916723087,53612.84356755182,96504.37398735626
851.9468536640035,53185.714346973866,96139.24341205631
900.697036017086,53272.69444756099,94894.05863586639
826.7175634609706,53818.49049406507,94340.8674239792
790.244903058098,55469.104440565476,90057.42714116309
796.0182942499493,55132.12002006467,89769.49478519008
902.4184302695205,52664.38419394329,99642.61041334597
872.4499713646863,54207.625582076784,91696.37301594291
934.2040940818559,52986.325343697536,96705.14855380621
815.5788395828391,54077.141179328166,93396.63832270855
927.4046688344779,52760.28879029899,98353.2776964274
872.3005594798526,52962.89322544796,96828.02153694679
798.5010413505955,53928.11677190925,95361.62774216355
906.9503079398422,53262.09840492239,94920.77086874668
856.194762731802,53161.59214699353,100158.94095606361
815.1784599989367,53901.32301942792,94447.10429480503
843.9243152024069,53314.708985603356,99579.28912045706
786.682395530468,55328.36875981769,90202.23701579616
783.6152850641662,55128.73680195773,90637.78610641287
767.5184612506741,55509.57540570917,91098.42258196822
780.6085572295055,55506.17850343369,90518.79827382388
766.6916410428317,55436.1781363043,92037.57878531497
777.9424898155866,55516.396067052716,89955.45715064982
772.5648122057985,54896.41578315324,91969.38088962612
777.7092911649261,55711.62409384587,90215.83858910282
784.0375028674658,54639.694694721686,92181.18389244721
873.8261458744839,53572.17156743889,93723.80874706362
934.2687412506493,52388.66987448607,100327.98438298568
785.9207785268248,55467.01870124727,90409.87643736564
770.7455455988442,55580.792272418235,90822.1332590259
789.2997469516938,54700.63773558824,91155.79511185171
811.3298355916515,54527.92870696034,91198.02535921754
870.2365592581247,54391.809321741675,91613.49660731788
920.8499359851272,52803.369323561405,98339.67131219801
848.1380967064295,53987.81085481403,93449.76502711595
923.3125380756393,52751.64666045645,99505.52673036826
790.9472485509757,54956.32355914364,90691.42155463892
785.5468406894529,55374.202540827115,90484.8660144741
787.8948307833657,54880.84678256373,90993.36247416602
801.520489393472,54612.678238281296,92056.2107618179
905.5898465208744,52364.87131800811,104263.23333863748
946.8252943232274,52982.94386450964,96186.64935076449
891.2937231558075,52458.939744577496,101922.2989872781
946.0835522634135,52599.121415985464,99064.16542439276
847.4506772167493,53703.448255609714,94732.63206078178
966.6464810773092,52714.4137875187,97951.76674440052
780.706583646668,55370.02790461265,90693.85324575412
789.1505746486243,54881.17648578481,90978.25618228677
944.1555960758185,52240.10020696373,101416.04294703517
799.5444095587583,54852.479777748034,90071.072036448
882.7918152116963,52484.0079558094,103347.4434297554
776.7333487783326,54639.80742889317,91577.67506586034
784.6322347544003,54556.177525436025,95405.18881300405
797.4088279147153,55197.584223407364,89045.00556798924
814.28399418691,54224.93002962674,93762.54702749802
794.3616935207617,54824.76634085871,90479.51425515003
804.003487773569,54515.456671457025,91655.5193173114
799.8055293304581,54794.41631273392,89886.39607190341
805.1210908639207,54744.495998044615,91029.17702440014
797.4088279147153,54853.00220241969,90307.66066479281
808.9803675672202,54679.677821914396,90513.01738335645
804.666946815043,54371.017796129716,91986.01218155977
803.2899176832539,54848.45731996295,89609.4854104483
903.2534198995828,53090.33720252685,96176.48968161925
856.7857198123338,53695.6023067386,94870.97794064783
800.5950087099233,54615.60956983005,92464.07885582914
933.4759807966977,52251.32179744709,104762.46403307939
740.3783884017722,57048.31066023749,96425.14076853162
741.6581510778261,57391.00302570524,96337.27388545222
740.4571172884099,58534.52605323962,93998.58309263644
