comparison,instance,contrastRole,treatmentDirection,pairedSeeds,medianDeltaCmax,medianDeltaTEC,medianDeltaTWC,medianDeltaHV,medianDeltaIGD,mergePoolTelemetry,rootCauseStatus,sourceFile
A0_vs_A2,100_2_5_1,POSITIVE,A2 relative to A0,5,0.022148777207758916,0.017203191359212444,0.00640597844417216,0.1238905759309421,0.4173240213555953,MISSING_REPLAY_REQUIRED,CONTEXT_ONLY,docs/evidence/V35-A2-FINAL-CANDIDATE-CONFIRMATION/04-analysis/analysis/instance-summary.csv
A0_vs_A2,100_8_3_1,NEGATIVE,A2 relative to A0,5,-0.019886010786017,-0.01685557972464947,0.0032166513409052615,-0.2232097348228347,-0.4025052569819373,MISSING_REPLAY_REQUIRED,CONTEXT_ONLY,docs/evidence/V35-A2-FINAL-CANDIDATE-CONFIRMATION/04-analysis/analysis/instance-summary.csv
A2_vs_A4,100_2_4_1,POSITIVE,A4 relative to A2,5,0.03211757590218985,-0.03559886765191975,0.008087275594613084,0.13285148254184678,0.3554998101477061,MISSING_REPLAY_REQUIRED,CONTEXT_ONLY,docs/evidence/V35-A2-A4-MULTIINSTANCE-CONFIRMATION/06-remote-analysis-import/instance-summary.csv
A2_vs_A4,100_5_3_1,NEGATIVE,A4 relative to A2,5,0.021375230361438916,-0.025334174361848035,-0.006953220259949346,-0.1296373342330454,-0.7631458265976503,MISSING_REPLAY_REQUIRED,CONTEXT_ONLY,docs/evidence/V35-A2-A4-MULTIINSTANCE-CONFIRMATION/06-remote-analysis-import/instance-summary.csv
