arm,instance,seed,maxFEs,telemetry,status,actualFE,decoderCalls,illegalSolutions,duplicateEvaluations,initialPopulationHash,evaluationTraceHash,qgTableHash,qpTableHash,pddrEventStreamHash,rngConsumptionSequenceHash,generatedCandidateSequenceHash,canonicalFrontHash,frontSize,formalOuterCycles,checkpointRows,pddrLedgerRows,teacherRows,cataRows,observerErrors,equivalentToOFF
A2,100_2_4_1.txt,20260901,20000,OFF,COMPLETED,20000,20000,0,0,fe763efaef791ed13b5bad21e2af433359e9342ef4d5630b7525b1271936c27f,054280133b8e47a452842899c9aaed962af1fb277d63b470164773f1b8015643,8FE024E901331D451303BD92C38B201DAE1A10DD2F002F4B72FB68C8BF640FFC,disabled,006ab8481ab316394c13a22e869c50770feaca2e6440e21ee749cc12105a642d,456ef6423aaa01c92e043a517aa0bb89a98bcc178fb65ba9f8398ec56445a6ef,78e1d8fa78fcc9b2502115e05f43b87eca92616f881b98e9948682ed24431265,a1caf674fb4560b1a662512cdf4aeacabbb9dec4f8a18982cbf103564fb9e8fd,37,1,0,0,0,0,N/A,SELF
A2,100_2_4_1.txt,20260901,20000,ON,COMPLETED,20000,20000,0,0,fe763efaef791ed13b5bad21e2af433359e9342ef4d5630b7525b1271936c27f,054280133b8e47a452842899c9aaed962af1fb277d63b470164773f1b8015643,8FE024E901331D451303BD92C38B201DAE1A10DD2F002F4B72FB68C8BF640FFC,disabled,006ab8481ab316394c13a22e869c50770feaca2e6440e21ee749cc12105a642d,456ef6423aaa01c92e043a517aa0bb89a98bcc178fb65ba9f8398ec56445a6ef,78e1d8fa78fcc9b2502115e05f43b87eca92616f881b98e9948682ed24431265,a1caf674fb4560b1a662512cdf4aeacabbb9dec4f8a18982cbf103564fb9e8fd,37,1,191,258,200,0,3,YES
A4,100_2_4_1.txt,20260901,20000,OFF,COMPLETED,20000,20000,0,0,fe763efaef791ed13b5bad21e2af433359e9342ef4d5630b7525b1271936c27f,9df87cce481af818cccb407e1ae4aa1a434917f62e7ce4ec7cb29b891e5eb91f,E1D0830A6A9ACA12D44CA87029C94F647E83EC3C7B70D2C760D02A6CADEAADD3,64E9A861A95911B9C21D44B2199698E001737D3FBECE79C3800DECA1A0F7532E,a7659569688c0c45f9a9bb0f2a628236fc5a95bfca2bf80ddceb183e36f34ff9,8e34423ac689c61c68daa56d1cebce24c0cad9a52aadca00aa43e4326c978973,91fca756e2c21bd9f9d8cdb04e32b0538b8d17c45438ad8f332994f0bdeb4d69,b51e2c8b5b71d413e23ebe5c61b50c7475c740bc2f530db15ca0c8f345f20856,70,3,0,0,0,0,N/A,SELF
A4,100_2_4_1.txt,20260901,20000,ON,COMPLETED,20000,20000,0,0,fe763efaef791ed13b5bad21e2af433359e9342ef4d5630b7525b1271936c27f,9df87cce481af818cccb407e1ae4aa1a434917f62e7ce4ec7cb29b891e5eb91f,E1D0830A6A9ACA12D44CA87029C94F647E83EC3C7B70D2C760D02A6CADEAADD3,64E9A861A95911B9C21D44B2199698E001737D3FBECE79C3800DECA1A0F7532E,a7659569688c0c45f9a9bb0f2a628236fc5a95bfca2bf80ddceb183e36f34ff9,8e34423ac689c61c68daa56d1cebce24c0cad9a52aadca00aa43e4326c978973,91fca756e2c21bd9f9d8cdb04e32b0538b8d17c45438ad8f332994f0bdeb4d69,b51e2c8b5b71d413e23ebe5c61b50c7475c740bc2f530db15ca0c8f345f20856,70,3,423,718,12894,426,1,YES
A2,100_5_3_1.txt,20260901,20000,OFF,COMPLETED,20000,20000,0,0,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,ebfb3a9640750b14d999af66183e574028932545ccbbcb13fd7797e7a728a629,3FFDC4025C40FB51A118BF3024AF24229654F862D851027D11AF0C66A5F4AE7E,disabled,96b0b243e91fa1f38146480577274e2ebd0a27e08114101fd82a6b8cde41036e,91d1ba390df86f5365fa23753ed2705533479e16acc952ece7385fc99594a9f9,9c6085b8a32c85d3f35ecd25ff4a4d63521a8be523faf3cf914d484442b020fa,2dc385d7b664df93347b12cca3ddd6b81e0d1225747c76b39beccad83f230554,68,1,0,0,0,0,N/A,SELF
A2,100_5_3_1.txt,20260901,20000,ON,COMPLETED,20000,20000,0,0,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,ebfb3a9640750b14d999af66183e574028932545ccbbcb13fd7797e7a728a629,3FFDC4025C40FB51A118BF3024AF24229654F862D851027D11AF0C66A5F4AE7E,disabled,96b0b243e91fa1f38146480577274e2ebd0a27e08114101fd82a6b8cde41036e,91d1ba390df86f5365fa23753ed2705533479e16acc952ece7385fc99594a9f9,9c6085b8a32c85d3f35ecd25ff4a4d63521a8be523faf3cf914d484442b020fa,2dc385d7b664df93347b12cca3ddd6b81e0d1225747c76b39beccad83f230554,68,1,201,255,200,0,3,YES
A4,100_5_3_1.txt,20260901,20000,OFF,COMPLETED,20000,20000,0,0,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,8a840e99e77ff48beb6d372721a7eed11e3ad9dcab9c3aeb6a16bf85b3a590fa,F92CA492AA2A5B3B0F709D1EE789D3738554568AC7CA0F644513DB6217D6B4F0,91319F7E87DA507B3BF7F24FB07EFDE10674D19B330AC7F994CCC42C45E71A70,af3daf3ed67056a0e1310315ba1741c0a28a9289f4c08ff795630c3a0591321e,2c902bf011882e6417ef98c77a9d8ee97394c4cbc8b72a9c9980001856996ce4,adc687bd207f6b835c895b29a54f6b9c278babda736807d5657c0f9ab235f24a,04dc14de492accf79f3ef415d3498f0fffada7c0488a4ec6b6ea34aaf041be51,118,3,0,0,0,0,N/A,SELF
A4,100_5_3_1.txt,20260901,20000,ON,COMPLETED,20000,20000,0,0,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,8a840e99e77ff48beb6d372721a7eed11e3ad9dcab9c3aeb6a16bf85b3a590fa,F92CA492AA2A5B3B0F709D1EE789D3738554568AC7CA0F644513DB6217D6B4F0,91319F7E87DA507B3BF7F24FB07EFDE10674D19B330AC7F994CCC42C45E71A70,af3daf3ed67056a0e1310315ba1741c0a28a9289f4c08ff795630c3a0591321e,2c902bf011882e6417ef98c77a9d8ee97394c4cbc8b72a9c9980001856996ce4,adc687bd207f6b835c895b29a54f6b9c278babda736807d5657c0f9ab235f24a,04dc14de492accf79f3ef415d3498f0fffada7c0488a4ec6b6ea34aaf041be51,118,3,638,723,14185,473,1,YES
