cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
14,CRITICAL_INSERT,7,7,7,0,0,0,7,0,"{}",229.50570825655745
14,O1_O9,1551,73,66,7,3,4,1551,0,"{}",206.82837019066244
15,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,0,"{}",Infinity
15,PARENT,0,0,0,100,94,6,0,0,"{}",Infinity
15,CATA_TEST,120,23,11,12,0,12,120,0,"{}",230.3553449523744
15,CATA_APPLY,75,31,2,29,0,29,75,0,"{}",221.40251600555263
15,CRITICAL_SWAP,7,4,4,0,0,0,7,0,"{}",242.18007201392805
15,CRITICAL_INSERT,7,4,4,0,0,0,7,0,"{}",266.20828636277673
15,O1_O9,1600,67,60,7,0,7,1600,0,"{}",201.62135988869693
16,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,0,"{}",Infinity
16,PARENT,0,0,0,100,92,8,0,0,"{}",Infinity
16,CATA_TEST,167,38,18,20,1,19,167,0,"{}",222.86801172659625
16,CATA_APPLY,64,22,2,20,0,20,64,0,"{}",242.27063429526328
16,CRITICAL_SWAP,8,7,7,0,0,0,8,0,"{}",234.0528527121774
16,CRITICAL_INSERT,8,7,7,0,0,0,8,0,"{}",230.18822263335028
16,O1_O9,1582,56,48,8,0,8,1582,0,"{}",220.6187021756098
17,GLOBAL_Q_FINAL,0,0,0,100,9,91,0,0,"{}",Infinity
17,PARENT,0,0,0,100,89,11,0,0,"{}",Infinity
17,CATA_TEST,188,38,16,22,1,21,188,0,"{}",207.1888701872715
17,CATA_APPLY,59,21,2,19,0,19,59,0,"{}",230.0772891272079
17,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",232.18376481203995
17,CRITICAL_INSERT,6,5,4,1,0,1,6,0,"{}",209.75150269946644
17,O1_O9,1593,34,29,5,1,4,1593,0,"{}",209.75150269946644
18,GLOBAL_Q_FINAL,0,0,0,100,22,78,0,0,"{}",Infinity
18,PARENT,0,0,0,100,76,24,0,0,"{}",Infinity
18,CATA_TEST,107,18,8,10,1,9,107,0,"{}",206.65608805823604
18,CATA_APPLY,78,16,0,16,0,16,78,0,"{}",243.9040119077037
18,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",257.8229588508076
18,CRITICAL_INSERT,7,6,6,0,0,0,7,0,"{}",218.87751298426627
18,O1_O9,1677,53,46,7,1,6,1677,0,"{}",205.23785737222585
19,GLOBAL_Q_FINAL,0,0,0,100,12,88,0,0,"{}",Infinity
19,PARENT,0,0,0,100,87,13,0,0,"{}",Infinity
19,CATA_TEST,151,17,7,10,0,10,151,0,"{}",202.62541961072108
19,CATA_APPLY,68,20,2,18,0,18,68,0,"{}",211.7277071247975
19,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",231.24958453033545
19,CRITICAL_INSERT,7,4,4,0,0,0,7,0,"{}",220.9422923318588
19,O1_O9,1668,46,39,7,1,6,1668,0,"{}",196.536469354971
20,GLOBAL_Q_FINAL,0,0,0,100,19,81,0,0,"{}",Infinity
20,PARENT,0,0,0,100,79,21,0,0,"{}",Infinity
20,CATA_TEST,147,21,7,14,0,14,147,0,"{}",192.37842456144742
20,CATA_APPLY,69,20,0,20,0,20,69,0,"{}",197.36584379274723
20,CRITICAL_SWAP,7,0,0,0,0,0,7,0,"{}",238.6479880360362
20,CRITICAL_INSERT,7,4,4,0,0,0,7,0,"{}",201.33553932777355
20,O1_O9,1699,20,13,7,2,5,1699,0,"{}",190.99321456947598
21,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,0,"{}",Infinity
21,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
21,CATA_TEST,106,18,6,12,0,12,106,0,"{}",230.77139008787114
21,CATA_APPLY,78,22,0,22,0,22,78,0,"{}",201.9733725903926
21,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",232.62495551462618
21,CRITICAL_INSERT,7,2,2,0,0,0,7,0,"{}",210.3527619527181
21,O1_O9,1760,41,34,7,2,5,1760,0,"{}",185.28077842773538
22,GLOBAL_Q_FINAL,0,0,0,100,14,86,0,0,"{}",Infinity
22,PARENT,0,0,0,100,84,16,0,0,"{}",Infinity
22,CATA_TEST,138,22,9,13,1,12,138,0,"{}",189.53992364688537
22,CATA_APPLY,71,18,0,18,0,18,71,0,"{}",206.68169027560492
22,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",191.53324270052255
22,CRITICAL_INSERT,7,3,3,0,0,0,7,0,"{}",185.0753612003283
22,O1_O9,1766,24,17,7,1,6,1766,0,"{}",183.92673899209524
23,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,0,"{}",Infinity
23,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
23,CATA_TEST,106,24,14,10,0,10,106,0,"{}",186.4936834184272
23,CATA_APPLY,78,28,1,27,1,26,78,0,"{}",203.92196351073747
23,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",230.06087335624503
23,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",203.14683167236004
23,O1_O9,1824,39,32,7,1,6,1824,0,"{}",186.48851044504272
24,GLOBAL_Q_FINAL,0,0,0,100,12,88,0,0,"{}",Infinity
24,PARENT,0,0,0,100,87,13,0,0,"{}",Infinity
24,CATA_TEST,139,27,16,11,0,11,139,0,"{}",185.0753612003283
24,CATA_APPLY,71,15,1,14,0,14,71,0,"{}",186.4936834184272
24,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",216.5839714208333
24,CRITICAL_INSERT,7,2,2,0,0,0,7,0,"{}",199.22073290718106
24,O1_O9,1833,32,25,7,1,6,1833,0,"{}",184.92233728830917
25,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
25,PARENT,0,0,0,100,87,13,0,0,"{}",Infinity
25,CATA_TEST,128,22,8,14,0,14,128,0,"{}",181.47558854843143
25,CATA_APPLY,73,26,0,26,0,26,73,0,"{}",185.28077842773538
25,CRITICAL_SWAP,8,0,0,0,0,0,8,0,"{}",214.13078861629094
25,CRITICAL_INSERT,8,3,2,1,0,1,8,0,"{}",185.0753612003283
25,O1_O9,1878,20,15,5,0,5,1878,0,"{}",183.92673899209524
26,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,0,"{}",Infinity
26,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
26,CATA_TEST,116,13,3,10,1,9,116,0,"{}",194.16109059679087
26,CATA_APPLY,76,23,2,21,0,21,76,0,"{}",185.28077842773538
26,CRITICAL_SWAP,8,3,3,0,0,0,8,0,"{}",203.1925720450706
26,CRITICAL_INSERT,8,6,6,0,0,0,8,0,"{}",215.2950909826672
26,O1_O9,1926,38,31,7,0,7,1926,0,"{}",185.28077842773538
27,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
27,PARENT,0,0,0,100,82,18,0,0,"{}",Infinity
27,CATA_TEST,136,29,10,19,2,17,136,0,"{}",197.68116118454645
27,CATA_APPLY,71,20,2,18,1,17,71,0,"{}",185.0753612003283
27,CRITICAL_SWAP,8,1,1,0,0,0,8,0,"{}",208.83549273976598
27,CRITICAL_INSERT,8,6,6,0,0,0,8,0,"{}",193.09959771121325
27,O1_O9,1953,37,29,8,2,6,1953,0,"{}",183.92673899209524
28,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
28,PARENT,0,0,0,100,82,18,0,0,"{}",Infinity
28,CATA_TEST,124,19,9,10,1,9,124,0,"{}",236.29118351654324
28,CATA_APPLY,74,27,4,23,1,22,74,0,"{}",255.28700259713597
28,CRITICAL_SWAP,11,5,5,0,0,0,11,0,"{}",256.2421330922658
28,CRITICAL_INSERT,11,7,6,1,0,1,11,0,"{}",236.15177777758575
28,O1_O9,2000,82,72,10,3,7,2000,0,"{}",204.21247877470887
29,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,0,"{}",Infinity
29,PARENT,0,0,0,100,96,4,0,0,"{}",Infinity
29,CATA_TEST,134,26,13,13,0,13,134,0,"{}",186.41041598792594
29,CATA_APPLY,72,20,0,20,0,20,72,0,"{}",224.21731774284373
29,CRITICAL_SWAP,8,3,3,0,0,0,8,0,"{}",196.77108195331482
29,CRITICAL_INSERT,8,6,5,1,0,1,8,0,"{}",195.61820522585853
29,O1_O9,2045,34,27,7,2,5,2045,0,"{}",185.28077842773538
30,GLOBAL_Q_FINAL,0,0,0,100,9,91,0,0,"{}",Infinity
30,PARENT,0,0,0,100,89,11,0,0,"{}",Infinity
30,CATA_TEST,106,23,11,12,0,12,106,0,"{}",214.75238328667533
30,CATA_APPLY,78,30,4,26,1,25,78,0,"{}",189.14827268561564
30,CRITICAL_SWAP,9,0,0,0,0,0,9,0,"{}",207.66779158064452
30,CRITICAL_INSERT,9,5,5,0,0,0,9,0,"{}",213.4268754252991
30,O1_O9,2115,36,27,9,1,8,2115,0,"{}",182.17331539300886
31,GLOBAL_Q_FINAL,0,0,0,100,9,91,0,0,"{}",Infinity
31,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
31,CATA_TEST,97,11,2,9,0,9,97,0,"{}",204.20291338995088
31,CATA_APPLY,80,32,2,30,0,30,80,0,"{}",200.65789136903643
31,CRITICAL_SWAP,9,1,1,0,0,0,9,0,"{}",236.80702585296805
31,CRITICAL_INSERT,9,6,6,0,0,0,9,0,"{}",205.46156547583763
31,O1_O9,2174,50,41,9,0,9,2174,0,"{}",200.49332655504293
32,GLOBAL_Q_FINAL,0,0,0,100,4,96,0,0,"{}",Infinity
32,PARENT,0,0,0,100,95,5,0,0,"{}",Infinity
32,CATA_TEST,129,21,10,11,1,10,129,0,"{}",191.5741911419051
32,CATA_APPLY,73,23,0,23,0,23,73,0,"{}",228.5624855415339
32,CRITICAL_SWAP,9,6,6,0,0,0,9,0,"{}",210.24007167389115
32,CRITICAL_INSERT,9,5,5,0,0,0,9,0,"{}",206.17280129117094
32,O1_O9,2205,68,59,9,0,9,2205,0,"{}",181.47558854843143
33,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,0,"{}",Infinity
33,PARENT,0,0,0,100,93,7,0,0,"{}",Infinity
33,CATA_TEST,112,25,12,13,0,13,112,0,"{}",221.38194432301194
33,CATA_APPLY,77,30,2,28,0,28,77,0,"{}",212.49531803156984
33,CRITICAL_SWAP,10,3,3,0,0,0,10,0,"{}",190.95434445033
33,CRITICAL_INSERT,10,7,7,0,0,0,10,0,"{}",221.38194432301194
33,O1_O9,2275,55,45,10,1,9,2275,0,"{}",180.41571183217508
34,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,0,"{}",Infinity
34,PARENT,0,0,0,100,93,7,0,0,"{}",Infinity
34,CATA_TEST,110,22,11,11,0,11,110,0,"{}",185.28077842773538
34,CATA_APPLY,77,36,3,33,0,33,77,0,"{}",195.57436376111974
34,CRITICAL_SWAP,10,1,1,0,0,0,10,0,"{}",198.33516529237497
34,CRITICAL_INSERT,10,2,2,0,0,0,10,0,"{}",194.79128614846886
34,O1_O9,2339,46,37,9,1,8,2339,0,"{}",181.47558854843143
35,GLOBAL_Q_FINAL,0,0,0,100,4,96,0,0,"{}",Infinity
35,PARENT,0,0,0,100,94,6,0,0,"{}",Infinity
35,CATA_TEST,112,24,12,12,0,12,112,0,"{}",182.12023968449085
35,CATA_APPLY,77,31,2,29,1,28,77,0,"{}",185.28077842773538
35,CRITICAL_SWAP,10,1,1,0,0,0,10,0,"{}",195.08084155259473
35,CRITICAL_INSERT,10,4,4,0,0,0,10,0,"{}",209.23289597018208
35,O1_O9,2403,30,21,9,1,8,2403,0,"{}",181.47558854843143
36,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,0,"{}",Infinity
36,PARENT,0,0,0,100,89,11,0,0,"{}",Infinity
36,CATA_TEST,120,28,13,15,1,14,120,0,"{}",189.18136190266898
36,CATA_APPLY,75,25,3,22,0,22,75,0,"{}",210.04567919289548
36,CRITICAL_SWAP,10,3,3,0,0,0,10,0,"{}",221.42909941627138
36,CRITICAL_INSERT,10,6,6,0,0,0,10,0,"{}",220.67867178849008
36,O1_O9,2467,59,49,10,3,7,2467,0,"{}",182.15713641262047
37,GLOBAL_Q_FINAL,0,0,0,100,12,88,0,0,"{}",Infinity
37,PARENT,0,0,0,100,85,15,0,0,"{}",Infinity
37,CATA_TEST,119,18,5,13,2,11,119,0,"{}",182.15713641262047
37,CATA_APPLY,75,32,1,31,0,31,75,0,"{}",182.12023968449085
37,CRITICAL_SWAP,10,0,0,0,0,0,10,0,"{}",192.77931579994032
37,CRITICAL_INSERT,10,3,2,1,0,1,10,0,"{}",181.47558854843143
37,O1_O9,2542,18,13,5,1,4,2542,0,"{}",181.47558854843143
38,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,0,"{}",Infinity
38,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
38,CATA_TEST,120,27,15,12,0,12,120,0,"{}",182.15713641262047
38,CATA_APPLY,75,21,1,20,0,20,75,0,"{}",184.51379309918462
38,CRITICAL_SWAP,10,0,0,0,0,0,10,0,"{}",198.5689069740197
38,CRITICAL_INSERT,10,3,2,1,0,1,10,0,"{}",181.82348612812967
38,O1_O9,2619,15,10,5,2,3,2619,0,"{}",181.76199081091823
39,GLOBAL_Q_FINAL,0,0,0,100,10,90,0,0,"{}",Infinity
39,PARENT,0,0,0,100,86,14,0,0,"{}",Infinity
39,CATA_TEST,129,20,9,11,1,10,129,0,"{}",182.15713641262047
39,CATA_APPLY,73,26,0,26,2,24,73,0,"{}",182.15713641262047
39,CRITICAL_SWAP,11,1,1,0,0,0,11,0,"{}",198.20097944934307
39,CRITICAL_INSERT,11,3,3,0,0,0,11,0,"{}",182.12023968449085
39,O1_O9,2694,15,9,6,1,5,2694,0,"{}",181.47558854843143
40,GLOBAL_Q_FINAL,0,0,0,100,4,96,0,0,"{}",Infinity
40,PARENT,0,0,0,100,94,6,0,0,"{}",Infinity
40,CATA_TEST,98,18,7,11,0,11,98,0,"{}",207.0052031195579
40,CATA_APPLY,80,39,4,35,1,34,80,0,"{}",232.205866231011
40,CRITICAL_SWAP,12,8,8,0,0,0,12,0,"{}",228.7635190433004
40,CRITICAL_INSERT,12,9,9,0,0,0,12,0,"{}",223.7122786499798
40,O1_O9,2804,91,79,12,1,11,2804,0,"{}",210.49686259120222
41,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
41,PARENT,0,0,0,100,85,15,0,0,"{}",Infinity
41,CATA_TEST,119,24,10,14,2,12,119,0,"{}",231.43078899368248
41,CATA_APPLY,75,23,0,23,0,23,75,0,"{}",197.6923191569168
41,CRITICAL_SWAP,12,1,1,0,0,0,12,0,"{}",251.91668580023892
41,CRITICAL_INSERT,12,9,9,0,0,0,12,0,"{}",216.38801041756585
41,O1_O9,2883,113,101,12,0,12,2883,0,"{}",182.15713641262047
42,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
42,PARENT,0,0,0,100,86,14,0,0,"{}",Infinity
42,CATA_TEST,125,17,6,11,1,10,125,0,"{}",182.15713641262047
42,CATA_APPLY,74,25,0,25,0,25,74,0,"{}",184.51379309918462
42,CRITICAL_SWAP,12,0,0,0,0,0,12,0,"{}",197.7883142020173
42,CRITICAL_INSERT,12,5,5,0,0,0,12,0,"{}",182.12023968449085
42,O1_O9,2978,22,13,9,0,9,2978,0,"{}",181.47558854843143
43,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,0,"{}",Infinity
43,PARENT,0,0,0,100,93,7,0,0,"{}",Infinity
43,CATA_TEST,116,24,11,13,0,13,116,0,"{}",182.15713641262047
43,CATA_APPLY,76,31,2,29,0,29,76,0,"{}",182.15713641262047
43,CRITICAL_SWAP,13,4,4,0,0,0,13,0,"{}",199.4229800042117
43,CRITICAL_INSERT,13,5,5,0,0,0,13,0,"{}",182.1734103077182
43,O1_O9,3091,43,33,10,1,9,3091,0,"{}",182.15713641262047
44,GLOBAL_Q_FINAL,0,0,0,100,12,88,0,0,"{}",Infinity
44,PARENT,0,0,0,100,87,13,0,0,"{}",Infinity
44,CATA_TEST,129,21,10,11,0,11,129,0,"{}",182.15713641262047
44,CATA_APPLY,73,20,3,17,0,17,73,0,"{}",184.51379309918462
44,CRITICAL_SWAP,13,2,2,0,0,0,13,0,"{}",201.40909391685418
44,CRITICAL_INSERT,13,5,3,2,1,1,13,0,"{}",181.47558854843143
44,O1_O9,3196,27,20,7,0,7,3196,0,"{}",181.47558854843143
45,GLOBAL_Q_FINAL,0,0,0,100,5,95,0,0,"{}",Infinity
45,PARENT,0,0,0,100,94,6,0,0,"{}",Infinity
45,CATA_TEST,102,27,14,13,1,12,102,0,"{}",195.25715400506513
45,CATA_APPLY,79,28,3,25,0,25,79,0,"{}",182.1734103077182
45,CRITICAL_SWAP,13,4,4,0,0,0,13,0,"{}",207.4172105713864
45,CRITICAL_INSERT,13,7,4,3,0,3,13,0,"{}",182.15713641262047
45,O1_O9,3340,36,27,9,0,9,3340,0,"{}",182.15713641262047
46,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,0,"{}",Infinity
46,PARENT,0,0,0,100,90,10,0,0,"{}",Infinity
46,CATA_TEST,116,22,9,13,0,13,116,0,"{}",182.15713641262047
46,CATA_APPLY,76,30,4,26,0,26,76,0,"{}",186.47731029823544
46,CRITICAL_SWAP,14,3,3,0,0,0,14,0,"{}",199.06763455463766
46,CRITICAL_INSERT,14,6,5,1,0,1,14,0,"{}",190.1059363351685
46,O1_O9,3459,58,47,11,2,9,3459,0,"{}",177.83167656417265
47,GLOBAL_Q_FINAL,0,0,0,100,5,95,0,0,"{}",Infinity
47,PARENT,0,0,0,100,95,5,0,0,"{}",Infinity
47,CATA_TEST,123,27,15,12,0,12,123,0,"{}",182.15713641262047
47,CATA_APPLY,74,30,0,30,0,30,74,0,"{}",184.51379309918462
47,CRITICAL_SWAP,14,2,2,0,0,0,14,0,"{}",195.944131330976
47,CRITICAL_INSERT,14,6,5,1,0,1,14,0,"{}",181.47558854843143
47,O1_O9,3596,37,27,10,0,10,3596,0,"{}",181.47558854843143
48,GLOBAL_Q_FINAL,0,0,0,100,11,89,0,0,"{}",Infinity
48,PARENT,0,0,0,100,89,11,0,0,"{}",Infinity
48,CATA_TEST,116,27,13,14,0,14,116,0,"{}",182.15713641262047
48,CATA_APPLY,76,26,2,24,0,24,76,0,"{}",182.15713641262047
48,CRITICAL_SWAP,15,1,0,1,0,1,15,0,"{}",181.47558854843143
48,CRITICAL_INSERT,15,4,3,1,0,1,15,0,"{}",182.12023968449085
48,O1_O9,3752,5,1,4,0,4,3752,0,"{}",181.47558854843143
49,GLOBAL_Q_FINAL,0,0,0,100,9,91,0,0,"{}",Infinity
49,PARENT,0,0,0,100,90,10,0,0,"{}",Infinity
49,CATA_TEST,146,27,11,16,0,16,146,0,"{}",181.47558854843143
49,CATA_APPLY,69,27,1,26,0,26,69,0,"{}",184.51379309918462
49,CRITICAL_SWAP,15,0,0,0,0,0,15,0,"{}",198.79681650543546
49,CRITICAL_INSERT,15,4,4,0,0,0,15,0,"{}",196.61435164592388
49,O1_O9,3895,31,21,10,1,9,3895,0,"{}",181.47558854843143
50,GLOBAL_Q_FINAL,0,0,0,100,5,95,0,0,"{}",Infinity
50,PARENT,0,0,0,100,95,5,0,0,"{}",Infinity
50,CATA_TEST,110,28,16,12,0,12,110,0,"{}",182.1734103077182
50,CATA_APPLY,77,35,3,32,0,32,77,0,"{}",182.15713641262047
50,CRITICAL_SWAP,16,0,0,0,0,0,16,0,"{}",188.73342088077075
50,CRITICAL_INSERT,16,3,2,1,0,1,16,0,"{}",181.47558854843143
50,O1_O9,4101,40,29,11,0,11,4101,0,"{}",181.47558854843143
51,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,0,"{}",Infinity
51,PARENT,0,0,0,100,98,2,0,0,"{}",Infinity
51,CATA_TEST,137,29,15,14,0,14,137,0,"{}",181.47558854843143
51,CATA_APPLY,71,26,2,24,0,24,71,0,"{}",211.2396786671987
51,CRITICAL_SWAP,18,1,1,0,0,0,18,0,"{}",188.9080089027439
