seed,phase,FE,frontSize,HV,IGD,Spacing,Cforward,Creverse,minCmax,minTEC,minTWC,algorithmSeconds
20260822,ORDER_CURRENT,500000,540,0.868230195533,0.042286034998,0.020234827412,0.052677029361,1.000000000000,192.944793297487,8295.559811745981,12695.917532004563,352.615297
20260822,ORDER_SWAP,500000,603,0.869302438735,0.047224564706,0.015690021961,0.056994818653,1.000000000000,170.932080775000,8308.596737692322,12570.698274557737,344.418549
20260823,ORDER_CURRENT,500000,643,0.913044392585,0.032711833605,0.016230603684,0.160621761658,1.000000000000,181.463680528981,8318.415991544021,12539.317169721330,284.365295
20260823,ORDER_SWAP,500000,700,0.905119734075,0.031671709657,0.013937255927,0.140759930915,1.000000000000,168.996147237264,8386.831285033939,12566.167238289087,311.843367
20260824,ORDER_CURRENT,500000,752,0.932378045129,0.019054962842,0.015935436525,0.409326424870,1.000000000000,177.017999322485,8356.178040505085,12447.536542475766,328.559257
20260824,ORDER_SWAP,500000,596,0.905917128934,0.035588538714,0.016157695075,0.179620034542,1.000000000000,192.407137546988,8338.070338324065,12343.485362345102,286.019114
