seed,cycle,fe,Nmerge,Nunique,Nnd,Roverflow
20260902,1,6803,268,213,12,0.12
20260902,2,13673,280,237,24,0.24
20260902,3,20875,275,230,41,0.41
20260902,4,28652,281,243,56,0.56
20260902,5,37442,289,255,54,0.54
20260902,6,48269,289,257,59,0.59
