seed,cycle,fe,workingBestCmax,archiveBestCmax,cmaxGap,workingBestTEC,archiveBestTEC,tecGap,workingBestTWC,archiveBestTWC,twcGap,workingSize,archiveSize
20260902,1,6803,613.1124962240324,613.1124962240324,0.0,49485.894734289264,49179.5623134242,306.3324208650665,78893.85850784509,77421.39178525883,1472.4667225862504,100,29
20260902,2,13673,613.1124962240324,613.1124962240324,0.0,48686.277976165904,47870.14831543447,816.1296607314362,75553.89806989096,75553.89806989096,0.0,100,52
20260902,3,20875,602.85439663451,602.85439663451,0.0,47304.20707557937,47024.60871681062,279.5983587687515,74687.66101557214,74292.85658564701,394.8044299251342,100,93
20260902,4,28652,598.4949486441069,598.4949486441069,0.0,46770.0452766643,46465.82873194379,304.2165447205116,73253.32388607194,73109.56333862079,143.76054745115107,100,78
20260902,5,37442,598.4949486441069,598.4949486441069,0.0,46459.376344145654,46358.40340520357,100.97293894208269,72538.2683731013,72387.40528544341,150.86308765788272,100,117
20260902,6,48269,597.0178017161401,597.0178017161401,0.0,46459.376344145654,46053.02416882684,406.3521753188106,72324.70120871947,71699.408427972,625.2927807474771,100,131
