checkpointTargetFE,checkpointObservedFE,overshootFE,frontType,candidateFingerprint,Cmax,TEC,TWC
25000,25000,0,checkpoint-decision-front,d53ab638e49a7a8e0fc6a930f7aa72546590fda117b81535a0fb54138a977e0e,872.9877557575743,54070.31668327683,120709.74044115681
25000,25000,0,checkpoint-decision-front,ff8b772265c3aa8011564219528bf44db8de54a132bd9626fe888d0363253092,891.1892913784822,53728.19200232555,124627.74548106157
25000,25000,0,checkpoint-decision-front,e05faece45f53873a76aa1dc12e7bcf47441145ac11f558fd3013fb12ca64745,897.4702264913824,53455.85133908269,119579.78693428377
25000,25000,0,checkpoint-decision-front,4f689a60620e32b0514b62329729a0dc7f69cffb53ce0a5dcc0df2532d092cb2,1013.7251324976893,53989.37495324149,111655.35244503168
25000,25000,0,checkpoint-decision-front,6a0a6ef3d2765aaddb81edc94cfad4ac6b5292bfeddc96bbff295189da3442d1,799.9850784971712,56817.399378600625,111556.78920125308
25000,25000,0,checkpoint-decision-front,42079ef0019bd5b3a3572b9bd75eecada8247f2f8e5e7775c5e01a23e4b1d2ab,905.9601266281956,53093.99214436265,122098.70799281345
25000,25000,0,checkpoint-decision-front,5454f2d233fbce20c0b014ca0da2e8ca4d1a1251aa8ae9e99d1b2bb75a7b11b3,816.7557073101855,54660.45541080015,110424.48365334127
25000,25000,0,checkpoint-decision-front,96f249e3b47a7c75622cded331034c5ee6d1ce4cebb9ec6f1474cff0deaed7e4,845.9870591235456,54493.33253742081,108748.30629757681
25000,25000,0,checkpoint-decision-front,3ff223d2a648cb19d40ef71d6c7d3be29cec5214d0a3b7a71831505ef6881f6f,898.1450217180724,53707.43085336214,112675.05333849903
25000,25000,0,checkpoint-decision-front,15bf5bb8779ebe784fb463dda53b261650813e2c5e979515481b10fe10d80496,936.2110313965584,52841.762399863655,115340.2425889234
25000,25000,0,checkpoint-decision-front,8d067cc5bdb81604c626dd76eb703a0d58804cf9b7706efb4ad88434efb44ac8,806.3137905651275,55470.33961029988,110637.22286098599
25000,25000,0,checkpoint-decision-front,c7a506529da28d14a7ef9a5cf9a14e4395124ae886c65b100707289b424d784a,951.7243500358643,52175.247349865975,121851.64818764589
25000,25000,0,checkpoint-decision-front,28945e268a3c3a9db3e035e520338d47c808549a05cff221a3b835463e330a51,847.2664186240399,54470.968832983825,108544.58803503995
25000,25000,0,checkpoint-decision-front,c37f0dcf02c4158234a6ec838614ccbc8ef68e451acf730663ca2d12449f6138,928.2956238212902,52177.49103748296,123343.33833874683
25000,25000,0,checkpoint-decision-front,ac0c89a8a64055000a57476117339d25153aac71b655a2a9ee2338e359e2712e,823.0890415361604,54555.83213118526,109432.17827409887
25000,25000,0,checkpoint-decision-front,e84440edc00bb3fc0a3efbb32276e1c8960ebfa04ea0487d79ebf62d06ce48b6,931.804314032488,52230.53946706718,122083.45538480462
25000,25000,0,checkpoint-decision-front,147953c79c9b522424b102ec3c332bfc4c79f08630d03f64007c0cba1e27564b,821.0295065117482,54609.35791852915,110295.78818078096
25000,25000,0,checkpoint-decision-front,27c0862439315fa19445c57dfa246b56d74b57b28518679c5e264bb3c3a85d65,809.8515118847063,55367.53616215702,108847.17720789739
25000,25000,0,checkpoint-decision-front,fe0336623e2ad872876d3d774dd80ea72a99fe60d4a2d91f5e43453414228046,809.6918096406372,54769.08548569344,110244.22223163169
25000,25000,0,checkpoint-decision-front,b6ca1b628250eabdd3c910ae5bcb324db94139fb30c63911ebb650c5b098061d,932.1505126282581,52151.30427011514,122627.70525110101
25000,25000,0,checkpoint-decision-front,ad016ce074f4e03aa62f8c59e399408710b7b6249acdbbb5c5d754899082fa83,827.5817552966396,54371.17737231315,113616.55281076151
25000,25000,0,checkpoint-decision-front,4bd1d8dca87b0c14b19fb0881f4fb2c0cb0fe8a7d06c7cc21abef79186536aed,810.7785091871935,54875.94833888625,109132.40265134137
25000,25000,0,checkpoint-decision-front,64783e87e33763f9cd0e30298d17f1ca05f1131b8f80995c50b1ef8648a60b5b,809.7719801625497,55201.20948615861,108954.51363475912
25000,25000,0,checkpoint-decision-front,8234c4d829ba906eaa7793c95f0e3f227a13817604dbcbb7f48ad2542bafda52,808.487655003537,55436.42365124598,109856.3258744835
25000,25000,0,checkpoint-decision-front,df8ad92492d65e4369df012e42970cdc4d2cc68c2c2550362db37e2355c16666,828.2460089050334,55097.214203813084,108101.06177942197
25000,25000,0,checkpoint-decision-front,f92bed90e1e73f8fe38f0ceaad76235347bb62887aff180c3fa2bc315cfee71d,813.5359276281682,54795.3377312963,109536.67381429535
25000,25000,0,checkpoint-decision-front,809133458b8dc348abf61825f6fe715d041cf4345a54ff605f20f0306ec0f69e,924.3573470670688,53011.25281925839,118663.98749173482
25000,25000,0,checkpoint-decision-front,e41ce8f8bd7d5c234666814504f89690f97e45ccf4712e208c6c350b7d46f020,912.0311958155828,52469.82457427915,120617.75720678241
25000,25000,0,checkpoint-decision-front,54f6b445e8494764f22c2e59fa047e13c5273212243daea8fd5d845c72763dbe,954.7346141939021,52639.361712305195,118488.70259353175
25000,25000,0,checkpoint-decision-front,4f2441318f23a40a146818735abceab522fe8d7b1e320788903f49ede9492b73,929.0290649209779,52866.151806905735,120426.91957058432
25000,25000,0,checkpoint-decision-front,2e409282dd6d2e6eece68e4d474b9b1f062ca37529d583af20424d6cc9a84c8f,935.377338700792,52044.88248410735,122212.8612375775
25000,25000,0,checkpoint-decision-front,d63ddcfb5897236a0056d3e66d996652c4f676650a7c2e19af0d94502d37a456,869.136679411221,54233.744257161896,109045.71667365191
25000,25000,0,checkpoint-decision-front,bb70e664d189e6cd6c52653093804a7f9b06284dd12fe6d59ccd8511193603f5,899.859521154679,53456.84604466543,112191.65948455462
25000,25000,0,checkpoint-decision-front,6f074a38ae505abca0852bac89a8079cc71b1b8cadebdf3494e25db5afe48efc,813.2370960872668,55463.20818328503,108601.56898543696
25000,25000,0,checkpoint-decision-front,fed20059a092980b79a22b48d73c3627f59c6340bbb47589fdbdeb676ad0fd89,899.859521154679,53373.85607667289,112984.81769141421
25000,25000,0,checkpoint-decision-front,2b0ce6de1eababa47642ea8c90d49a09f839c66d2880ac5e11459680f3a0e544,849.6476400769824,54360.278660232114,107588.01341280514
25000,25000,0,checkpoint-decision-front,7fb2dfae048dd8034f4dd1a47b8e78b8d845e8ce6970f67f88ab99cdd99803ff,841.4484091437951,54673.4085369109,107813.14557770542
25000,25000,0,checkpoint-decision-front,7d862f7933041dbc39cfe2e93be8a484e05729d621b8ed22d07d448f3bf83168,861.216247790774,54997.79692720526,104752.7073583709
25000,25000,0,checkpoint-decision-front,054cae475c2b95bb764729e8038dda2c697fafcffe032d54fc8fbbe8f2302415,828.8747631009122,54372.62868092773,109858.03957260313
25000,25000,0,checkpoint-decision-front,3175b51b0ac7c95efb29775fdc1f70e9c0b9a11779f1e7617b9121a873694416,909.4889088020993,54124.72036795058,110265.28696239559
25000,25000,0,checkpoint-decision-front,99e76141de15a41e71707428851826028e7c2c76b5f1190ca4c5d7a08de82b44,841.459312735372,54513.669367413866,109813.82567356907
25000,25000,0,checkpoint-decision-front,f633711f89519f77abc36d3fbc083ab07240c146d3b63665c4686b7762f8dc31,950.5811936659711,52454.9217249491,118970.24954456609
25000,25000,0,checkpoint-decision-front,00e87c09628a9ee136159c44e44e9bc2873c08bfbda1d05d441893884fc388c0,861.4220443740387,54081.75413603518,113686.46124082946
25000,25000,0,checkpoint-decision-front,6e28627667699c9e865cc237593c5293c9629fec26e032fec6066281287005f9,846.5898807898145,54277.13440446921,110642.63594228968
25000,25000,0,checkpoint-decision-front,42b35e4fc23660e3a76347fcb24c78cee9b6a1a19a0e4bf4a68f2682716cccfb,842.5879156619327,54115.21356401222,111259.01617403296
25000,25000,0,checkpoint-decision-front,9b49c206b7d3e7f6f59a6d93b77703e014a8c593f258ecfd5306284e71fcbc2e,861.4486046213129,54351.40573227606,108868.209085951
25000,25000,0,checkpoint-decision-front,9a54a837ebd64bb4e1db753a96c6133f98ce7076c72f5babe370d23fec367c49,907.9738261400022,53317.20229904577,121280.19676208815
25000,25000,0,checkpoint-decision-front,2fcb7117c85c205380a055d700067fd55976650c58445d0cea7a4a8850983434,841.4484091437951,54654.9616526386,109390.57486357121
25000,25000,0,checkpoint-decision-front,c9d90017fb363e5ea20bc0a4959e7731356fc08fba74c8334a9080bfc01e7a08,886.975874793019,54037.19026000291,112903.41264016168
25000,25000,0,checkpoint-decision-front,5705428cc01a1260ea1a927055a5294a2432618dd956c0e172b25c26d44492d6,812.4307457891875,54868.306309500666,109234.36515504468
25000,25000,0,checkpoint-decision-front,57da96983f6ff074b4e0421d42623140f902562b7d19d356f4d5c9e0b4383015,870.8384389778116,54092.31238609404,110487.57386631309
25000,25000,0,checkpoint-decision-front,0cea771703d96a6fe919b6550bd44ed9f1afa6fc493cef7441e8a84ab85bf479,844.3092576228611,54659.24585611808,108734.96684399144
25000,25000,0,checkpoint-decision-front,8c0142174699fc4f74e034bdb2e18f918faced0c30e56871b37d8af2fd1e7324,856.0120930141449,54642.54092712019,106661.75012404428
25000,25000,0,checkpoint-decision-front,49818903fdfa272a2d7ddfc7c79fe16eefd8f49c0b678a770c05744747f4517c,821.2907202488133,55760.01793967183,106711.51106701665
25000,25000,0,checkpoint-decision-front,eb538f6ed32f6b069a0ea24dcf8a56332c8481351a8dd1eee77cb74fb59cf5bb,847.2328511462637,54366.9986122418,108695.80240225837
25000,25000,0,checkpoint-decision-front,0bc716ab67f9fc85b57186380c6899d838066cecaa14a180d01121f5c700e5fc,949.5465900473529,52233.69902377821,121556.6966424816
25000,25000,0,checkpoint-decision-front,dc9ca32aaaf007b033d9f743adc3ed7ef7ddb856e1b21b7466f0743df2c4c821,856.4562180370567,54586.568470125254,107112.3053523191
