generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,scope,exposures,uniqueTeacherCount,top1Share,top5Share,shannonEntropy,normalizedEntropy,cyclesObserved,exposuresPerCycle,closureStatus,closureReason
A4-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,abc6209eca696ea065f4a36b016b425f09a6de18f04d337a8ab528a676b05705,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,ALL_QG,200,54,0.105000,0.360000,3.473561,0.870788,1,200.000000,OBSERVED,OBSERVED
A4-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,abc6209eca696ea065f4a36b016b425f09a6de18f04d337a8ab528a676b05705,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,ALL_QP,4500,10,0.786667,0.974000,0.851765,0.369917,1,4500.000000,OBSERVED,OBSERVED
A4-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,abc6209eca696ea065f4a36b016b425f09a6de18f04d337a8ab528a676b05705,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,PREVIOUS_CACHE,75,27,0.213333,0.573333,2.788092,0.845943,1,75.000000,OBSERVED,OBSERVED
A4-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,abc6209eca696ea065f4a36b016b425f09a6de18f04d337a8ab528a676b05705,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,HISTORICAL_CACHE,67,18,0.149254,0.567164,2.636948,0.912322,1,67.000000,OBSERVED,OBSERVED
A4-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,abc6209eca696ea065f4a36b016b425f09a6de18f04d337a8ab528a676b05705,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,PERSONAL_ARCHIVE,4500,10,0.786667,0.974000,0.851765,0.369917,1,4500.000000,OBSERVED,OBSERVED
A4-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,abc6209eca696ea065f4a36b016b425f09a6de18f04d337a8ab528a676b05705,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,DIRECTIONAL_REPRESENTATIVE,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT
