seed,windowEndFE,rounds,meanNmerge,meanNnd,maxNnd,meanRoverflow,maxRoverflow
20260901,50000,7,255.42857142857142,46.142857142857146,64,0.4614285714285714,0.64
20260901,100000,5,262.8,70.4,73,0.704,0.73
