runId,requestedMaxFEs,actualFE,decoderCalls,fullEvaluations,evaluationCounter,remainingFE,stopReason,partialBatch,duplicateEvaluations,budgetClosed
PRE20-NSGAIIF-20_2_3_1,20000,20000,20000,20000,20000,0,BUDGET_OR_NORMAL_STOP,false,0,true
PRE20-NSGAIIF-50_2_3_1,20000,20000,20000,20000,20000,0,BUDGET_OR_NORMAL_STOP,false,0,true
PRE20-NSGAIIF-100_2_4_1,20000,20000,20000,20000,20000,0,BUDGET_OR_NORMAL_STOP,false,0,true
PRE20-SPEA2F-20_2_3_1,20000,20000,20000,20000,20000,0,BUDGET_OR_NORMAL_STOP,false,0,true
PRE20-SPEA2F-50_2_3_1,20000,20000,20000,20000,20000,0,BUDGET_OR_NORMAL_STOP,false,0,true
PRE20-SPEA2F-100_2_4_1,20000,20000,20000,20000,20000,0,BUDGET_OR_NORMAL_STOP,false,0,true
