algorithm,seed,fullEvaluations,successfulDecoderCalls,algorithmRunNanos,experimentWallNanos,algorithmCpuNanos,baseDecodeNanos,leftShiftNanos,rightShiftNanos,decoderTotalNanos,decoderFrameworkOverheadNanos,searchControlNanos,algorithmExcludingShiftNanos,leftFullRecomputations,rightFullRecomputations,leftAccepted,rightAccepted,baseDecodePercent,leftShiftPercent,rightShiftPercent,decoderTotalPercent,searchControlPercent,avgBaseDecodeMicrosPerFE,avgLeftShiftMicrosPerFE,avgRightShiftMicrosPerFE,avgLeftMicrosPerRecomputation,avgRightMicrosPerRecomputation
"HMOPSO-QGS-F",20260808,500000,500000,12426933495461,12426960935093,12392087282912,17440544699,3728861090422,6964631022024,12403925031223,1692992374078,23008464238,1733441383015,1966989,65469009,1938724,3006727,0.140344717427,30.0062850725,56.0446470931,99.8148500252,0.185149974822,34.8810893980,7457.72218084,13929.2620440,1895.72035757,106.380578054
