treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
3,10/50/30/10,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,d7ef0d3c88fc16c445885665d6491fa7cc703f0dc3482fb333e80da62876bbe9
