seed,phase,FE,frontSize,HV,IGD,Spacing,Cforward,Creverse,minCmax,minTEC,minTWC,algorithmSeconds
20260822,REGION_GLOBAL,500000,540,0.901923808988,0.048782837059,0.019708210187,0.085427135678,1.000000000000,192.944793297487,8295.559811745981,12695.917532004563,358.989763
20260822,REGION_AWARE,500000,576,0.964425011889,0.032424367818,0.017499475183,0.235343383585,1.000000000000,170.085875380820,8390.801431224269,12536.970079446744,251.217156
20260823,REGION_GLOBAL,500000,643,0.952415920752,0.034920567126,0.015519661461,0.144891122278,1.000000000000,181.463680528981,8318.415991544021,12539.317169721330,292.564373
20260823,REGION_AWARE,500000,359,0.908420547927,0.058622173814,0.017466768609,0.012562814070,1.000000000000,178.431375231442,8432.506036085275,12554.742740272815,218.873158
20260824,REGION_GLOBAL,500000,752,0.973046191715,0.021593351393,0.016482194487,0.436348408710,1.000000000000,177.017999322485,8356.178040505085,12447.536542475766,342.514582
20260824,REGION_AWARE,500000,459,0.934427091592,0.044804460727,0.018117522154,0.085427135678,1.000000000000,177.934011131798,8436.389452796077,12507.521996245998,221.298955
