metric,value
Cmax,60.688705234159780
TEC,2018.4788090697180
TWC,3782.8678745496927
Fmax,0.0000000000000000
Favg,0.0000000000000000
FE,0.0000000000000000
VarFw,0.0000000000000000
highFatigueRatio,0.0000000000000000
longestContinuousWork,40.555555555555560
totalNaturalRecovery,0.0000000000000000
safeEvents,0
