metric,FM0,FM3,FM3_minus_FM0
Cmax,60.688705234159780,62.572483768802535,1.8837785346427580
TEC,2018.4788090697180,2161.2780389541610,142.79922988444287
TWC,3782.8678745496927,3960.6780669123177,177.81019236262500
Fmax,0.0000000000000000,0.65086469814739020,0.65086469814739020
FE,0.0000000000000000,0.0000000000000000,0.0000000000000000
