cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,70,30,0,0,"{}",Infinity
1,PARENT,0,0,0,100,23,77,0,0,"{}",Infinity
1,CRITICAL_SWAP,7,3,3,0,0,0,7,0,"{}",229.8076285275969
1,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",216.4718632748371
1,O1_O9,1653,49,42,7,7,0,1653,0,"{}",201.94072396531368
2,GLOBAL_Q_FINAL,0,0,0,100,56,44,0,0,"{}",Infinity
2,PARENT,0,0,0,100,37,63,0,0,"{}",Infinity
2,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",263.13879714831927
2,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",234.06717603628022
2,O1_O9,1654,52,45,7,7,0,1654,0,"{}",214.82601869762684
3,GLOBAL_Q_FINAL,0,0,0,100,56,44,0,0,"{}",Infinity
3,PARENT,0,0,0,100,41,59,0,0,"{}",Infinity
3,CRITICAL_SWAP,8,4,4,0,0,0,8,0,"{}",199.03586237205772
3,CRITICAL_INSERT,8,5,4,1,1,0,8,0,"{}",197.96111808476982
3,O1_O9,1655,34,29,5,2,3,1655,0,"{}",197.1010027942508
4,GLOBAL_Q_FINAL,0,0,0,100,37,63,0,0,"{}",Infinity
4,PARENT,0,0,0,100,61,39,0,0,"{}",Infinity
4,CRITICAL_SWAP,8,0,0,0,0,0,8,0,"{}",224.92151655460643
4,CRITICAL_INSERT,8,2,1,1,1,0,8,0,"{}",196.18765903513312
4,O1_O9,1659,11,8,3,1,2,1659,0,"{}",196.18765903513312
5,GLOBAL_Q_FINAL,0,0,0,100,29,71,0,0,"{}",Infinity
5,PARENT,0,0,0,100,70,30,0,0,"{}",Infinity
5,CRITICAL_SWAP,7,1,0,1,0,1,7,0,"{}",196.18765903513312
5,CRITICAL_INSERT,7,2,2,0,0,0,7,0,"{}",204.37152886620768
5,O1_O9,1667,10,6,4,1,3,1667,0,"{}",189.078891833808
6,GLOBAL_Q_FINAL,0,0,0,100,37,63,0,0,"{}",Infinity
6,PARENT,0,0,0,100,58,42,0,0,"{}",Infinity
6,CRITICAL_SWAP,8,1,1,0,0,0,8,0,"{}",198.7000579241075
6,CRITICAL_INSERT,8,1,1,0,0,0,8,0,"{}",189.14279862134728
6,O1_O9,1671,20,12,8,5,3,1671,0,"{}",179.92102760866447
7,GLOBAL_Q_FINAL,0,0,0,100,22,78,0,0,"{}",Infinity
7,PARENT,0,0,0,100,75,25,0,0,"{}",Infinity
7,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",207.20039459297945
7,CRITICAL_INSERT,7,0,0,0,0,0,7,0,"{}",196.1981796120467
7,O1_O9,1681,25,19,6,3,3,1681,0,"{}",179.92102760866447
8,GLOBAL_Q_FINAL,0,0,0,100,23,77,0,0,"{}",Infinity
8,PARENT,0,0,0,100,75,25,0,0,"{}",Infinity
8,CRITICAL_SWAP,8,2,2,0,0,0,8,0,"{}",210.43600304572544
8,CRITICAL_INSERT,8,5,3,2,1,1,8,0,"{}",193.4862750304456
8,O1_O9,1689,31,25,6,1,5,1689,0,"{}",192.00059177259686
9,GLOBAL_Q_FINAL,0,0,0,100,17,83,0,0,"{}",Infinity
9,PARENT,0,0,0,100,82,18,0,0,"{}",Infinity
9,CRITICAL_SWAP,9,3,3,0,0,0,9,0,"{}",200.83554234036546
9,CRITICAL_INSERT,9,5,5,0,0,0,9,0,"{}",180.27481199945427
9,O1_O9,1697,19,10,9,1,8,1697,0,"{}",179.92102760866447
10,GLOBAL_Q_FINAL,0,0,0,100,17,83,0,0,"{}",Infinity
