runId,phase,instance,seed,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
region_global-100_2_3_1-seed-20260822,REGION_GLOBAL,100_2_3_1,20260822,COMPLETED,500000,321,c4c7800ea246802eaebc1788f304a0c70858d6b9da7abb72850ff450d406e614,587854421815
