treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
0,10/40/20/30,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,57097837b529c425778264f8fc413413157c277a9308524063505396a4c58b0f
