runId,phase,instance,seed,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
region_aware-100_2_3_1-seed-20260822,REGION_AWARE,100_2_3_1,20260822,COMPLETED,500000,166,c4c7800ea246802eaebc1788f304a0c70858d6b9da7abb72850ff450d406e614,409989852198
