cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
9,CATA_TEST,94,37,22,15,3,12,94,3,"{G1_CMAX=1, G2_TEC=1, G4_BALANCED=1}",906.955402376747
9,CATA_APPLY,81,43,3,40,9,31,81,9,"{G1_CMAX=2, G2_TEC=1, G4_BALANCED=6}",810.4929109657064
9,CRITICAL_SWAP,6,1,1,0,0,0,6,0,"{}",992.0988770266014
9,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",952.4721010489537
9,O1_O9,1528,151,145,6,5,1,1528,5,"{G1_CMAX=2, G4_BALANCED=3}",802.1518117149723
10,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,7,"{G2_TEC=4, G4_BALANCED=3}",Infinity
10,PARENT,0,0,0,100,84,16,0,84,"{G1_CMAX=15, G2_TEC=11, G3_TWC=12, G4_BALANCED=46}",Infinity
10,CATA_TEST,95,37,21,16,1,15,95,1,"{G4_BALANCED=1}",915.2803739701433
10,CATA_APPLY,81,42,0,42,5,37,81,5,"{G3_TWC=3, G4_BALANCED=2}",859.2818663985246
10,CRITICAL_SWAP,6,1,1,0,0,0,6,0,"{}",915.7929542028108
10,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",915.7968953873361
10,O1_O9,1539,118,112,6,3,3,1539,3,"{G4_BALANCED=3}",785.4891011859474
11,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,2,"{G3_TWC=1, G4_BALANCED=1}",Infinity
11,PARENT,0,0,0,100,93,7,0,93,"{G1_CMAX=14, G2_TEC=14, G3_TWC=13, G4_BALANCED=52}",Infinity
11,CATA_TEST,85,28,14,14,1,13,85,1,"{G3_TWC=1}",859.4711656687047
11,CATA_APPLY,83,39,0,39,0,39,83,0,"{}",840.2442394836854
11,CRITICAL_SWAP,6,1,1,0,0,0,6,0,"{}",925.3603818293242
11,CRITICAL_INSERT,6,6,6,0,0,0,6,0,"{}",845.5876394831889
11,O1_O9,1561,130,124,6,4,2,1561,4,"{G1_CMAX=1, G2_TEC=1, G4_BALANCED=2}",768.967544198245
12,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,8,"{G2_TEC=1, G3_TWC=1, G4_BALANCED=6}",Infinity
12,PARENT,0,0,0,100,81,19,0,81,"{G1_CMAX=14, G2_TEC=14, G3_TWC=12, G4_BALANCED=41}",Infinity
12,CATA_TEST,85,40,24,16,4,12,85,4,"{G3_TWC=1, G4_BALANCED=3}",929.7505965507966
12,CATA_APPLY,83,43,1,42,5,37,83,5,"{G3_TWC=1, G4_BALANCED=4}",905.3400378635074
12,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",961.8227797827869
12,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",894.5641033076392
12,O1_O9,1576,141,135,6,2,4,1576,2,"{G1_CMAX=1, G4_BALANCED=1}",786.745872948657
13,GLOBAL_Q_FINAL,0,0,0,100,14,86,0,14,"{G2_TEC=2, G3_TWC=2, G4_BALANCED=10}",Infinity
13,PARENT,0,0,0,100,73,27,0,73,"{G1_CMAX=15, G2_TEC=12, G3_TWC=11, G4_BALANCED=35}",Infinity
13,CATA_TEST,89,49,32,17,4,13,89,4,"{G4_BALANCED=4}",938.1340337500502
13,CATA_APPLY,82,37,3,34,7,27,82,7,"{G2_TEC=1, G3_TWC=2, G4_BALANCED=4}",879.7603795902105
13,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",978.4326807329128
13,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",922.7772578415728
13,O1_O9,1589,155,149,6,2,4,1589,2,"{G4_BALANCED=2}",802.1966686194731
14,GLOBAL_Q_FINAL,0,0,0,100,9,91,0,9,"{G2_TEC=2, G3_TWC=1, G4_BALANCED=6}",Infinity
14,PARENT,0,0,0,100,84,16,0,84,"{G1_CMAX=15, G2_TEC=12, G3_TWC=14, G4_BALANCED=43}",Infinity
14,CATA_TEST,90,40,25,15,2,13,90,2,"{G4_BALANCED=2}",845.4355066215728
14,CATA_APPLY,82,42,1,41,5,36,82,5,"{G2_TEC=1, G4_BALANCED=4}",895.4484917089412
14,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",919.2618941675981
14,CRITICAL_INSERT,6,6,6,0,0,0,6,0,"{}",917.7326754911121
14,O1_O9,1605,160,154,6,0,6,1605,0,"{}",804.6001011616012
15,GLOBAL_Q_FINAL,0,0,0,100,4,96,0,4,"{G2_TEC=2, G4_BALANCED=2}",Infinity
15,PARENT,0,0,0,100,94,6,0,94,"{G1_CMAX=14, G2_TEC=13, G3_TWC=15, G4_BALANCED=52}",Infinity
15,CATA_TEST,108,41,23,18,1,17,108,1,"{G4_BALANCED=1}",901.2046409322087
15,CATA_APPLY,78,31,1,30,0,30,78,0,"{}",817.2371607189604
15,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",851.87185151815
15,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",847.2654963709135
15,O1_O9,1611,130,124,6,1,5,1611,1,"{G1_CMAX=1}",764.8838013867681
16,GLOBAL_Q_FINAL,0,0,0,100,5,95,0,5,"{G2_TEC=1, G3_TWC=1, G4_BALANCED=3}",Infinity
16,PARENT,0,0,0,100,89,11,0,89,"{G1_CMAX=13, G2_TEC=13, G3_TWC=14, G4_BALANCED=49}",Infinity
16,CATA_TEST,80,36,21,15,0,15,80,0,"{}",837.1561476243762
16,CATA_APPLY,84,41,2,39,4,35,84,4,"{G2_TEC=1, G4_BALANCED=3}",857.7115965044665
16,CRITICAL_SWAP,7,5,5,0,0,0,7,0,"{}",967.5394439721454
16,CRITICAL_INSERT,7,7,7,0,0,0,7,0,"{}",940.4599804672581
16,O1_O9,1651,174,167,7,2,5,1651,2,"{G1_CMAX=2}",778.1088140846002
17,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,8,"{G1_CMAX=1, G2_TEC=2, G4_BALANCED=5}",Infinity
17,PARENT,0,0,0,100,87,13,0,87,"{G1_CMAX=14, G2_TEC=12, G3_TWC=14, G4_BALANCED=47}",Infinity
17,CATA_TEST,94,36,21,15,1,14,94,1,"{G4_BALANCED=1}",909.2853289196887
17,CATA_APPLY,81,35,2,33,2,31,81,2,"{G2_TEC=1, G4_BALANCED=1}",869.8088625750968
17,CRITICAL_SWAP,7,4,4,0,0,0,7,0,"{}",927.1023130505346
17,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",891.8095569908736
17,O1_O9,1663,121,114,7,2,5,1663,2,"{G3_TWC=1, G4_BALANCED=1}",798.6408733536595
18,GLOBAL_Q_FINAL,0,0,0,100,5,95,0,5,"{G2_TEC=1, G4_BALANCED=4}",Infinity
18,PARENT,0,0,0,100,93,7,0,93,"{G1_CMAX=15, G2_TEC=14, G3_TWC=15, G4_BALANCED=49}",Infinity
18,CATA_TEST,90,29,15,14,0,14,90,0,"{}",874.0074965521387
18,CATA_APPLY,82,40,0,40,2,38,82,2,"{G4_BALANCED=2}",883.9193946145264
18,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",959.9276701654586
18,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",885.8991379200662
18,O1_O9,1690,114,107,7,0,7,1690,0,"{}",796.6127350083566
19,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,6,"{G2_TEC=1, G3_TWC=1, G4_BALANCED=4}",Infinity
19,PARENT,0,0,0,100,86,14,0,86,"{G1_CMAX=14, G2_TEC=13, G3_TWC=12, G4_BALANCED=47}",Infinity
19,CATA_TEST,94,37,20,17,4,13,94,4,"{G2_TEC=1, G3_TWC=1, G4_BALANCED=2}",848.9841263288179
19,CATA_APPLY,81,47,3,44,3,41,81,3,"{G3_TWC=1, G4_BALANCED=2}",860.4828564449278
19,CRITICAL_SWAP,7,3,3,0,0,0,7,0,"{}",935.718154766262
19,CRITICAL_INSERT,7,7,7,0,0,0,7,0,"{}",883.5586995849274
19,O1_O9,1712,179,172,7,1,6,1712,1,"{G1_CMAX=1}",788.1018286438846
20,GLOBAL_Q_FINAL,0,0,0,100,3,97,0,3,"{G1_CMAX=1, G3_TWC=1, G4_BALANCED=1}",Infinity
20,PARENT,0,0,0,100,91,9,0,91,"{G1_CMAX=11, G2_TEC=15, G3_TWC=12, G4_BALANCED=53}",Infinity
20,CATA_TEST,89,33,18,15,0,15,89,0,"{}",831.2258748251046
20,CATA_APPLY,82,51,2,49,2,47,82,2,"{G3_TWC=1, G4_BALANCED=1}",797.7362476150125
20,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",850.1703739593166
20,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",808.8010130618188
20,O1_O9,1744,144,137,7,4,3,1744,4,"{G1_CMAX=3, G3_TWC=1}",772.1571405785062
21,GLOBAL_Q_FINAL,0,0,0,100,1,99,0,1,"{G3_TWC=1}",Infinity
21,PARENT,0,0,0,100,97,3,0,97,"{G1_CMAX=14, G2_TEC=15, G3_TWC=13, G4_BALANCED=55}",Infinity
21,CATA_TEST,90,27,12,15,0,15,90,0,"{}",871.0615170770096
21,CATA_APPLY,82,51,3,48,0,48,82,0,"{}",864.0574677405809
21,CRITICAL_SWAP,7,4,4,0,0,0,7,0,"{}",896.4856184659174
21,CRITICAL_INSERT,7,6,6,0,0,0,7,0,"{}",867.7814645898814
21,O1_O9,1772,136,129,7,2,5,1772,2,"{G1_CMAX=1, G3_TWC=1}",783.6321199560595
22,GLOBAL_Q_FINAL,0,0,0,100,1,99,0,1,"{G4_BALANCED=1}",Infinity
22,PARENT,0,0,0,100,97,3,0,97,"{G1_CMAX=15, G2_TEC=15, G3_TWC=14, G4_BALANCED=53}",Infinity
22,CATA_TEST,80,28,15,13,0,13,80,0,"{}",881.1811534755271
22,CATA_APPLY,84,45,0,45,1,44,84,1,"{G4_BALANCED=1}",902.4878371108465
22,CRITICAL_SWAP,7,5,5,0,0,0,7,0,"{}",1007.8050387803811
22,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",972.8758223791644
22,O1_O9,1811,188,181,7,1,6,1811,1,"{G3_TWC=1}",780.6252994878057
23,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,2,"{G4_BALANCED=2}",Infinity
23,PARENT,0,0,0,100,95,5,0,95,"{G1_CMAX=15, G2_TEC=15, G3_TWC=14, G4_BALANCED=51}",Infinity
23,CATA_TEST,90,36,20,16,1,15,90,1,"{G3_TWC=1}",900.7286825850114
23,CATA_APPLY,82,45,3,42,2,40,82,2,"{G4_BALANCED=2}",794.1295722641296
23,CRITICAL_SWAP,7,4,4,0,0,0,7,0,"{}",920.5569240837688
23,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",847.3616258088606
23,O1_O9,1836,191,184,7,0,7,1836,0,"{}",781.2918769093602
24,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,2,"{G4_BALANCED=2}",Infinity
24,PARENT,0,0,0,100,95,5,0,95,"{G1_CMAX=15, G2_TEC=14, G3_TWC=15, G4_BALANCED=51}",Infinity
24,CATA_TEST,85,25,11,14,0,14,85,0,"{}",976.5289541142464
24,CATA_APPLY,83,53,1,52,3,49,83,3,"{G2_TEC=1, G4_BALANCED=2}",919.9104585146451
24,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",1027.242655793449
24,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",1003.2061623943953
24,O1_O9,1875,221,214,7,0,7,1875,0,"{}",797.9273335045684
25,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,2,"{G3_TWC=1, G4_BALANCED=1}",Infinity
25,PARENT,0,0,0,100,93,7,0,93,"{G1_CMAX=14, G2_TEC=13, G3_TWC=14, G4_BALANCED=52}",Infinity
25,CATA_TEST,98,32,16,16,2,14,98,2,"{G2_TEC=1, G4_BALANCED=1}",969.5739157135962
25,CATA_APPLY,80,56,2,54,1,53,80,1,"{G4_BALANCED=1}",887.8012058280885
25,CRITICAL_SWAP,8,2,2,0,0,0,8,0,"{}",1026.1943373418035
25,CRITICAL_INSERT,8,7,7,0,0,0,8,0,"{}",970.1039700639762
25,O1_O9,1901,203,195,8,2,6,1901,2,"{G1_CMAX=1, G2_TEC=1}",782.2896416942365
26,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,6,"{G3_TWC=1, G4_BALANCED=5}",Infinity
26,PARENT,0,0,0,100,88,12,0,88,"{G1_CMAX=13, G2_TEC=15, G3_TWC=14, G4_BALANCED=46}",Infinity
26,CATA_TEST,89,30,15,15,3,12,89,3,"{G4_BALANCED=3}",877.0267659477173
26,CATA_APPLY,82,52,4,48,1,47,82,1,"{G4_BALANCED=1}",889.2211096348807
26,CRITICAL_SWAP,8,6,6,0,0,0,8,0,"{}",881.0128775757854
26,CRITICAL_INSERT,8,8,8,0,0,0,8,0,"{}",874.0659832719391
26,O1_O9,1947,216,208,8,2,6,1947,2,"{G1_CMAX=2}",772.456817204248
27,GLOBAL_Q_FINAL,0,0,0,100,3,97,0,3,"{G4_BALANCED=3}",Infinity
27,PARENT,0,0,0,100,96,4,0,96,"{G1_CMAX=14, G2_TEC=15, G3_TWC=15, G4_BALANCED=52}",Infinity
27,CATA_TEST,90,34,18,16,0,16,90,0,"{}",842.1773800180823
27,CATA_APPLY,82,37,3,34,0,34,82,0,"{}",875.4379425922546
27,CRITICAL_SWAP,8,6,6,0,0,0,8,0,"{}",992.4410956297869
27,CRITICAL_INSERT,8,8,8,0,0,0,8,0,"{}",954.3605966795311
27,O1_O9,1988,222,214,8,1,7,1988,1,"{G1_CMAX=1}",783.114313671003
28,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,13,"{G2_TEC=2, G3_TWC=3, G4_BALANCED=8}",Infinity
28,PARENT,0,0,0,100,79,21,0,79,"{G1_CMAX=15, G2_TEC=12, G3_TWC=10, G4_BALANCED=42}",Infinity
28,CATA_TEST,89,35,19,16,1,15,89,1,"{G4_BALANCED=1}",895.5042084970759
28,CATA_APPLY,82,39,3,36,7,29,82,7,"{G2_TEC=1, G3_TWC=2, G4_BALANCED=4}",911.3970706775887
28,CRITICAL_SWAP,8,4,4,0,0,0,8,0,"{}",928.4025801033113
28,CRITICAL_INSERT,8,6,6,0,0,0,8,0,"{}",876.6487368354459
28,O1_O9,2033,144,136,8,0,8,2033,0,"{}",818.4030911205189
29,GLOBAL_Q_FINAL,0,0,0,100,4,96,0,4,"{G4_BALANCED=4}",Infinity
29,PARENT,0,0,0,100,92,8,0,92,"{G1_CMAX=15, G2_TEC=15, G3_TWC=15, G4_BALANCED=47}",Infinity
29,CATA_TEST,103,33,14,19,2,17,103,2,"{G4_BALANCED=2}",888.2975008675035
29,CATA_APPLY,79,37,2,35,0,35,79,0,"{}",930.1272338146689
29,CRITICAL_SWAP,8,4,4,0,0,0,8,0,"{}",989.5025270890146
29,CRITICAL_INSERT,8,8,8,0,0,0,8,0,"{}",920.3481907502124
29,O1_O9,2069,197,189,8,2,6,2069,2,"{G4_BALANCED=2}",814.6557348129533
30,GLOBAL_Q_FINAL,0,0,0,100,6,94,0,6,"{G2_TEC=1, G3_TWC=2, G4_BALANCED=3}",Infinity
30,PARENT,0,0,0,100,88,12,0,88,"{G1_CMAX=14, G2_TEC=13, G3_TWC=13, G4_BALANCED=48}",Infinity
30,CATA_TEST,84,33,17,16,2,14,84,2,"{G4_BALANCED=2}",902.0076045456613
30,CATA_APPLY,83,40,3,37,3,34,83,3,"{G2_TEC=1, G4_BALANCED=2}",863.5519278439299
30,CRITICAL_SWAP,8,3,3,0,0,0,8,0,"{}",842.8820275107478
30,CRITICAL_INSERT,8,7,7,0,0,0,8,0,"{}",777.418284148962
30,O1_O9,2134,196,188,8,1,7,2134,1,"{G1_CMAX=1}",762.9912238753859
31,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,8,"{G2_TEC=1, G3_TWC=3, G4_BALANCED=4}",Infinity
31,PARENT,0,0,0,100,84,16,0,84,"{G1_CMAX=15, G2_TEC=13, G3_TWC=9, G4_BALANCED=47}",Infinity
31,CATA_TEST,95,32,16,16,3,13,95,3,"{G4_BALANCED=3}",920.5846204718041
31,CATA_APPLY,81,40,5,35,3,32,81,3,"{G3_TWC=3}",905.4486423214776
31,CRITICAL_SWAP,9,4,4,0,0,0,9,0,"{}",992.6337821137416
31,CRITICAL_INSERT,9,9,9,0,0,0,9,0,"{}",967.0684721592512
31,O1_O9,2175,215,206,9,2,7,2175,2,"{G2_TEC=1, G4_BALANCED=1}",820.7755480583274
32,GLOBAL_Q_FINAL,0,0,0,100,9,91,0,9,"{G3_TWC=1, G4_BALANCED=8}",Infinity
32,PARENT,0,0,0,100,85,15,0,85,"{G1_CMAX=15, G2_TEC=13, G3_TWC=14, G4_BALANCED=43}",Infinity
32,CATA_TEST,80,25,12,13,1,12,80,1,"{G4_BALANCED=1}",900.8077244140026
32,CATA_APPLY,84,42,2,40,3,37,84,3,"{G4_BALANCED=3}",835.1261412736314
32,CRITICAL_SWAP,9,7,7,0,0,0,9,0,"{}",879.1913430700502
32,CRITICAL_INSERT,9,5,5,0,0,0,9,0,"{}",917.3121212391205
32,O1_O9,2243,163,154,9,2,7,2243,2,"{G2_TEC=2}",795.9758059980622
33,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,7,"{G2_TEC=1, G3_TWC=1, G4_BALANCED=5}",Infinity
33,PARENT,0,0,0,100,88,12,0,88,"{G1_CMAX=15, G2_TEC=13, G3_TWC=12, G4_BALANCED=48}",Infinity
33,CATA_TEST,94,29,13,16,2,14,94,2,"{G3_TWC=1, G4_BALANCED=1}",931.6999401899429
33,CATA_APPLY,81,41,2,39,2,37,81,2,"{G2_TEC=1, G4_BALANCED=1}",797.1735018188688
33,CRITICAL_SWAP,9,4,4,0,0,0,9,0,"{}",898.5449279958664
33,CRITICAL_INSERT,9,8,8,0,0,0,9,0,"{}",904.5229736018365
33,O1_O9,2291,203,194,9,1,8,2291,1,"{G3_TWC=1}",796.5791680393606
34,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,7,"{G3_TWC=1, G4_BALANCED=6}",Infinity
34,PARENT,0,0,0,100,88,12,0,88,"{G1_CMAX=15, G2_TEC=15, G3_TWC=14, G4_BALANCED=44}",Infinity
34,CATA_TEST,89,29,13,16,1,15,89,1,"{G4_BALANCED=1}",868.1689450038047
34,CATA_APPLY,82,42,3,39,3,36,82,3,"{G4_BALANCED=3}",871.6769349250828
34,CRITICAL_SWAP,9,5,5,0,0,0,9,0,"{}",1009.9912022311465
34,CRITICAL_INSERT,9,8,8,0,0,0,9,0,"{}",951.8100162524065
34,O1_O9,2357,252,243,9,1,8,2357,1,"{G4_BALANCED=1}",781.400844787477
35,GLOBAL_Q_FINAL,0,0,0,100,7,93,0,7,"{G2_TEC=2, G3_TWC=2, G4_BALANCED=3}",Infinity
35,PARENT,0,0,0,100,85,15,0,85,"{G1_CMAX=14, G2_TEC=13, G3_TWC=11, G4_BALANCED=47}",Infinity
35,CATA_TEST,94,34,19,15,3,12,94,3,"{G3_TWC=1, G4_BALANCED=2}",923.4274513842008
35,CATA_APPLY,81,48,4,44,3,41,81,3,"{G3_TWC=1, G4_BALANCED=2}",797.8599954114518
35,CRITICAL_SWAP,9,4,4,0,0,0,9,0,"{}",1003.6255352674982
35,CRITICAL_INSERT,9,7,7,0,0,0,9,0,"{}",971.6885593839903
35,O1_O9,2419,262,253,9,2,7,2419,2,"{G1_CMAX=1, G4_BALANCED=1}",774.0636198323956
36,GLOBAL_Q_FINAL,0,0,0,100,2,98,0,2,"{G3_TWC=1, G4_BALANCED=1}",Infinity
36,PARENT,0,0,0,100,95,5,0,95,"{G1_CMAX=15, G2_TEC=15, G3_TWC=13, G4_BALANCED=52}",Infinity
36,CATA_TEST,88,27,11,16,1,15,88,1,"{G4_BALANCED=1}",931.9648745605207
36,CATA_APPLY,82,45,4,41,1,40,82,1,"{G3_TWC=1}",883.0068535707383
36,CRITICAL_SWAP,10,7,7,0,0,0,10,0,"{}",989.0759345625769
36,CRITICAL_INSERT,10,9,9,0,0,0,10,0,"{}",912.7752975948404
36,O1_O9,2492,260,250,10,1,9,2492,1,"{G4_BALANCED=1}",809.6960801786466
37,GLOBAL_Q_FINAL,0,0,0,100,5,95,0,5,"{G3_TWC=1, G4_BALANCED=4}",Infinity
37,PARENT,0,0,0,100,90,10,0,90,"{G1_CMAX=14, G2_TEC=14, G3_TWC=14, G4_BALANCED=48}",Infinity
37,CATA_TEST,103,37,21,16,0,16,103,0,"{}",788.404581974236
37,CATA_APPLY,79,44,4,40,3,37,79,3,"{G2_TEC=1, G4_BALANCED=2}",918.4263514526081
