generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,cycle,FE,poolSize,uniqueObjectiveCount,strictNdCount,cutoffRank,cutoffScore,cutoffScoreDup,scoreAtRank99,scoreAtRank100,scoreAtRank101,selectedCount
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,1,6999,258,206,15,100,25.032258064516128,25.032258064516128,25.013513513513512,25.032258064516128,26.00826446280992,100
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,2,15200,262,220,28,100,11.0,11.0,10.020408163265307,11.0,11.0125,100
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,3,20258,211,175,20,100,8.05,8.05,8.05,8.05,9.0,100
