generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,window,macroNeighborhood,candidateCount,generated,evaluated,acceptedLocally,enteredMergePool,selectedByPddr,enteredPersonalArchive,enteredGlobalArchive,survivedNextGeneration,teacherUsedLater,improvedOffspringLater,rightCensoredFields,unobservableFields,closureStatus
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,W1,N1,98,98,98,0,0,0,0,0,0,0,0,588,0,INCOMPLETE
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,W1,N2,165,165,165,81,65,40,0,0,40,0,0,860,0,INCOMPLETE
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,W1,N3,72,72,72,29,19,11,0,0,11,0,0,394,0,INCOMPLETE
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,W1,N4,114,114,114,25,25,15,0,0,15,0,0,634,0,INCOMPLETE
A4-20k-100_2_4_1-ON-v1,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,W1,N5,90,90,90,0,0,0,0,0,0,0,0,540,0,INCOMPLETE
