sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
10,5,0,1,1,1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,8,2,1.1000000000000000,8,1.2000000000000000,12,0.014007937494133423,0.067304527860011370,0.067304527860011370,0.30000000000000000,30.897376037546632,6.0606060606060606,1.6666666666666667,7.7272727272727275,1.0000000000000000,6.0606060606060606,1.6666666666666667,7.7272727272727275,7.7272727272727275,0.10259063820572127,61.818181818181820,92.727272727272730,false
11,4,0,1,1,0,0.0000000000000000,7.7272727272727275,0.0000000000000000,7.7272727272727275,0.0000000000000000,0.0000000000000000,0.0000000000000000,10,2,1.1000000000000000,8,1.1000000000000000,11,0.012935701129515060,0.063507722404199880,0.063507722404199880,0.30000000000000000,33.458450217217900,8.2644628099173540,1.8181818181818181,10.082644628099173,1.0000000000000000,8.2644628099173540,1.8181818181818181,10.082644628099173,17.809917355371900,0.12227862609479728,80.661157024793380,110.90909090909090,false
12,7,0,1,0,0,0.0000000000000000,0.0000000000000000,17.809917355371900,17.809917355371900,0.0000000000000000,0.12227862609479728,0.12227862609479728,14,2,1.0000000000000000,7,1.1000000000000000,11,0.012935701129515060,0.063507722404199880,0.063507722404199880,0.30000000000000000,33.458450217217900,12.727272727272727,1.8181818181818181,14.545454545454545,1.0499292687151890,13.362736147284224,1.9089623067548893,15.271698454039113,33.081615809411010,0.27961983865342150,106.90188917827379,167.98868299443023,false
13,2,0,1,0,1,0.0000000000000000,33.081615809411010,7.7272727272727275,33.081615809411010,25.354343082138286,0.10259063820572127,0.018620899755449213,12,2,1.0000000000000000,7,1.2000000000000000,12,0.014007937494133423,0.067304527860011370,0.067304527860011370,0.30000000000000000,30.897376037546632,10.000000000000000,1.6666666666666667,11.666666666666666,1.0079851670296410,10.079851670296410,1.6799752783827349,11.759826948679144,44.841442758090150,0.16767090729428352,82.318788640754010,141.11792338414972,false
14,0,0,1,1,1,0.0000000000000000,17.809917355371900,44.841442758090150,44.841442758090150,0.0000000000000000,0.16767090729428352,0.16767090729428352,10,1,1.1000000000000000,8,1.2000000000000000,12,0.014007937494133423,0.067304527860011370,0.067304527860011370,0.30000000000000000,30.897376037546632,7.5757575757575750,0.83333333333333340,8.4090909090909080,1.0670901180581298,8.0840160458949220,0.88924176504844150,8.9732578109433630,53.814700569033520,0.26598381983192820,98.817587890265140,432.05739856393933,false
15,5,1,1,0,2,7.7272727272727275,0.0000000000000000,0.0000000000000000,7.7272727272727275,0.0000000000000000,0.0000000000000000,0.0000000000000000,15,2,1.0000000000000000,7,1.2000000000000000,12,0.027304451263626864,0.068284500916848100,0.068284500916848100,0.30000000000000000,15.851207119596910,12.500000000000000,1.6666666666666667,14.166666666666666,1.0000000000000000,12.500000000000000,1.6666666666666667,14.166666666666666,21.893939393939394,0.32078194362399800,99.166666666666660,170.00000000000000,false
16,4,1,1,1,3,17.809917355371900,0.0000000000000000,0.0000000000000000,17.809917355371900,0.0000000000000000,0.0000000000000000,0.0000000000000000,16,3,1.2000000000000000,8,0.90000000000000000,9,0.013579305034188385,0.066138648916623470,0.066138648916623470,0.30000000000000000,31.872655572359147,14.814814814814813,3.3333333333333330,18.148148148148145,1.0000000000000000,14.814814814814813,3.3333333333333330,18.148148148148145,35.958065503520050,0.21842115079133337,145.18518518518516,163.33333333333331,false
17,7,1,1,2,2,33.081615809411010,0.0000000000000000,21.893939393939394,33.081615809411010,11.187676415471618,0.32078194362399800,0.14942830140058228,12,2,0.90000000000000000,6,1.2000000000000000,12,0.027304451263626864,0.068284500916848100,0.068284500916848100,0.30000000000000000,15.851207119596910,11.111111111111110,1.6666666666666667,12.777777777777777,1.0602749430948015,11.780832701053350,1.7671249051580027,13.547957606211353,46.629573415622370,0.41243365822902890,81.287745637268120,162.57549127453623,false
18,2,1,1,0,2,44.841442758090150,21.893939393939394,46.629573415622370,46.629573415622370,0.0000000000000000,0.41243365822902890,0.41243365822902890,12,3,1.0000000000000000,7,1.2000000000000000,12,0.027304451263626864,0.068284500916848100,0.068284500916848100,0.30000000000000000,15.851207119596910,10.000000000000000,2.5000000000000000,12.500000000000000,1.1494549317928513,11.494549317928513,2.8736373294821282,14.368186647410642,60.997760063033010,0.60310422697975490,125.31294055355747,469.24584802912340,false
19,0,1,1,1,3,53.814700569033520,35.958065503520050,35.958065503520050,53.814700569033520,17.856635065513473,0.21842115079133337,0.067048173335223850,8,1,1.2000000000000000,8,0.90000000000000000,9,0.013579305034188385,0.066138648916623470,0.066138648916623470,0.30000000000000000,31.872655572359147,7.4074074074074066,1.1111111111111112,8.5185185185185170,1.0280875930163630,7.6154636519730590,1.1423195477959591,8.7577831997690170,62.572483768802535,0.17165564360484670,87.918900663665610,239.52976438754240,false
