sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
0,9,0,0,1,1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,9,2,1.2000000000000000,10,1.0000000000000000,10,0.019031052517911810,0.042003943265363816,0.042003943265363816,0.30000000000000000,22.742226782219984,7.5000000000000000,2.0000000000000000,9.5000000000000000,1.0000000000000000,7.5000000000000000,2.0000000000000000,9.5000000000000000,9.5000000000000000,0.16539356361966710,95.000000000000000,95.000000000000000,false
1,3,0,0,0,1,0.0000000000000000,0.0000000000000000,9.5000000000000000,9.5000000000000000,0.0000000000000000,0.16539356361966710,0.16539356361966710,9,1,1.0000000000000000,7,1.0000000000000000,10,0.019031052517911810,0.042003943265363816,0.042003943265363816,0.30000000000000000,22.742226782219984,9.0000000000000000,1.0000000000000000,10.000000000000000,1.0662451743773496,9.5962065693961470,1.0662451743773496,10.662451743773497,20.162451743773495,0.31867284067625410,74.637162206414470,106.62451743773497,false
2,6,0,0,0,0,0.0000000000000000,20.162451743773495,0.0000000000000000,20.162451743773495,0.0000000000000000,0.0000000000000000,0.0000000000000000,13,2,1.0000000000000000,7,1.2000000000000000,12,0.026910216099651475,0.034574509866280250,0.034574509866280250,0.30000000000000000,16.083427597309207,10.833333333333334,1.6666666666666667,12.500000000000000,1.0000000000000000,10.833333333333334,1.6666666666666667,12.500000000000000,32.662451743773495,0.28564675725415790,87.500000000000000,150.00000000000000,false
3,1,0,0,2,1,0.0000000000000000,0.0000000000000000,20.162451743773495,20.162451743773495,0.0000000000000000,0.31867284067625410,0.31867284067625410,16,3,1.3000000000000000,12,1.0000000000000000,10,0.019031052517911810,0.042003943265363816,0.042003943265363816,0.30000000000000000,22.742226782219984,12.307692307692307,3.0000000000000000,15.307692307692307,1.1197260040214930,13.781243126418373,3.3591780120644787,17.140421138482850,37.302872882256345,0.50831299463665490,205.68505366179420,171.40421138482850,false
4,8,0,0,1,0,0.0000000000000000,9.5000000000000000,32.662451743773495,32.662451743773495,0.0000000000000000,0.28564675725415790,0.28564675725415790,16,3,1.2000000000000000,10,1.2000000000000000,12,0.026910216099651475,0.034574509866280250,0.034574509866280250,0.30000000000000000,16.083427597309207,11.111111111111110,2.5000000000000000,13.611111111111110,1.1087482911910302,12.319425457678113,2.7718707279775760,15.091296185655690,47.753747929429180,0.52407154602612390,174.07541360033040,459.04497515315020,false
5,9,1,0,0,3,9.5000000000000000,0.0000000000000000,0.0000000000000000,9.5000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,9,1,1.2000000000000000,9,1.1000000000000000,11,0.024516346668978548,0.043395852293984480,0.043395852293984480,0.30000000000000000,17.653874702887027,6.8181818181818175,0.90909090909090910,7.7272727272727270,1.0000000000000000,6.8181818181818175,0.90909090909090910,7.7272727272727270,17.227272727272727,0.17258136014992723,69.545454545454530,85.000000000000000,false
6,3,1,0,1,3,20.162451743773495,0.0000000000000000,17.227272727272727,20.162451743773495,2.9351790165007685,0.17258136014992723,0.15194128802964582,14,3,1.1000000000000000,8,1.1000000000000000,11,0.024516346668978548,0.043395852293984480,0.043395852293984480,0.30000000000000000,17.653874702887027,11.570247933884296,2.7272727272727270,14.297520661157023,1.0612201562770336,12.278580320560717,2.8942367898464550,15.172817110407173,35.335268854180670,0.41537663172146200,121.38253688325739,166.90098821447890,false
7,6,1,0,0,2,32.662451743773495,17.227272727272727,0.0000000000000000,32.662451743773495,0.0000000000000000,0.0000000000000000,0.0000000000000000,18,1,1.2000000000000000,9,0.90000000000000000,9,0.012729338129720998,0.065342985380131170,0.065342985380131170,0.30000000000000000,34.000865391119540,16.666666666666664,1.1111111111111112,17.777777777777775,1.0000000000000000,16.666666666666664,1.1111111111111112,17.777777777777775,50.440229521551274,0.20252065514618817,175.43517901650074,298.91661114850683,false
8,1,1,0,1,3,37.302872882256345,35.335268854180670,35.335268854180670,37.302872882256345,1.9676040280756766,0.41537663172146200,0.38138135306023163,11,2,1.1000000000000000,8,1.1000000000000000,11,0.024516346668978548,0.043395852293984480,0.043395852293984480,0.30000000000000000,17.653874702887027,9.0909090909090900,1.8181818181818181,10.909090909090908,1.1398334962884722,10.362122693531564,2.0724245387063130,12.434547232237877,49.737420114494220,0.54393318041578250,101.44398188597870,158.42366386344910,false
9,8,1,0,1,3,47.753747929429180,49.737420114494220,49.737420114494220,49.737420114494220,0.0000000000000000,0.54393318041578250,0.54393318041578250,10,1,1.1000000000000000,8,1.1000000000000000,11,0.024516346668978548,0.043395852293984480,0.043395852293984480,0.30000000000000000,17.653874702887027,8.2644628099173540,0.90909090909090910,9.1735537190082630,1.1879830947515910,9.8180421053850480,1.0799846315923554,10.898026736977403,60.635446851471630,0.65086469814739020,87.184213895819230,119.87829410675144,false
