metric,value
Cmax,62.572483768802535
TEC,2161.2780389541610
TWC,3960.6780669123177
Fmax,0.65086469814739020
Favg,0.32259573405513610
FE,0.0000000000000000
VarFw,0.037462743343728650
highFatigueRatio,0.0000000000000000
longestContinuousWork,37.302872882256345
totalNaturalRecovery,59.301437607699825
safeEvents,0
