instance,seed,snapshotSha256,initialV35Hash,initialP8Hash,actualFESpread,spreadLt5000,fourArmsIdenticalProvenance,verdict
50_2_3_1,20260907,79d1de2a1217f2632e0cc45cad1502c89390d5da8ea83527fe86e72d1190c187,7a224435ec551101021d71ab3d1bf3a9b94d99fa59a22ecc555ed16a8470e614,f1549b566662097859c2ca91a73827f51667f3bd420f69008cbba9568169986a,4641,true,true,PASS
100_5_3_1,20260907,57ecc78628495c864abbe1d149d7b2e936a2e1d439d16b068de03e3c64dafec1,91d71b10590cb207b55577d878cbf650eb8a607751a79475ab406c01fd540fdd,d087dc9abc94c6e387249d2a61095aa01b4d6dd3109d1d298f5de9b4c70efc4f,4641,true,true,PASS
50_2_3_1,20260914,5722f3d5319ea31834b0b2f241668193318b23502444b899f3a8f861466df6db,f80de22c4c983ccb9537579ca0b80343f535a65b57f883d7e0d52b3950a6e771,f667bae4094285119441c2553704d0cd68519f9c9474e271039758daad081080,4641,true,true,PASS
100_5_3_1,20260914,26e0258a4f406101f622336453fe99f3f0ec8575a24d52ee0e689656679cc3e6,a20e8294afe260e98dbb647ae5d996d67dc402d2511e5d59ff0dd9e59b02ee0b,257eae2154113cfbf89c9548eef3a86f24b4a9c4ed3d0dd28ed46037b10fb9a7,4641,true,true,PASS
