algorithm,seed,fullEvaluations,successfulDecoderCalls,algorithmRunNanos,experimentWallNanos,algorithmCpuNanos,baseDecodeNanos,leftShiftNanos,rightShiftNanos,decoderTotalNanos,decoderFrameworkOverheadNanos,searchControlNanos,algorithmExcludingShiftNanos,leftFullRecomputations,rightFullRecomputations,leftAccepted,rightAccepted,baseDecodePercent,leftShiftPercent,rightShiftPercent,decoderTotalPercent,searchControlPercent,avgBaseDecodeMicrosPerFE,avgLeftShiftMicrosPerFE,avgRightShiftMicrosPerFE,avgLeftMicrosPerRecomputation,avgRightMicrosPerRecomputation
"ZHANGBO-FULL",20260808,500000,500000,12659633934239,12659673904453,12570853979417,17323031157,4158675605105,6178006513430,12508167814041,2154162664349,151466120198,2322951815704,1279464,63884116,1172670,2767027,0.136836746204,32.8498882883,48.8008306206,98.8035505530,1.19644944700,34.6460623140,8317.35121021,12356.0130269,3250.32639066,96.7064569451
