instance,seed,arm,budget,status,actualFE,decoderCalls,remainingFE,illegalSolutions,duplicateEvaluations,frontRows,frontFinite,initialPopulationHashV35,initialPopulationHashP8,snapshotSha256,instanceSha256,instanceExtensionSha256,fatigueConfigurationSha256,evidenceFiles,evidenceMismatchFiles,accept,notes
100_5_3_1,20260901,A2_CFVF,100000,COMPLETED,96680,96680,3320,0,0,168,true,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,7c6f8b425f2781653ce9705b82050652f063b461b24c0f93d9486e2c686ca2d3,84d845233e332a6612e5dfe93c97cbbeef40c4ee05766cbfd0e9446bd3043769,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,E7E9FF7F646351FECB5801EC2EC177CEE2C00775173E4DE6841577695E8E58E1,81CAD959F27E461E41882E7353AC5F23574FA6DC50637F59E281B1E8788967A1,26,0,true,
100_5_3_1,20260901,A4_BUDGET_AWARE_CATA,100000,COMPLETED,96025,96025,3975,0,0,241,true,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,7c6f8b425f2781653ce9705b82050652f063b461b24c0f93d9486e2c686ca2d3,84d845233e332a6612e5dfe93c97cbbeef40c4ee05766cbfd0e9446bd3043769,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,E7E9FF7F646351FECB5801EC2EC177CEE2C00775173E4DE6841577695E8E58E1,81CAD959F27E461E41882E7353AC5F23574FA6DC50637F59E281B1E8788967A1,26,0,true,
100_5_3_1,20260902,A2_CFVF,100000,COMPLETED,96672,96672,3328,0,0,160,true,d99b848b230b849d509ecbbc95355ae34747f54a6ce56259a4e05231dd4ee1ec,813fff4cfb9ba99710dc5e2ccfe62a698028581ad4cc3a3eb6763a60ac423d46,a6dba976cb77ed29a318a1defc3cc1a98462ccfdcc67ec481202872330331c2d,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,E7E9FF7F646351FECB5801EC2EC177CEE2C00775173E4DE6841577695E8E58E1,81CAD959F27E461E41882E7353AC5F23574FA6DC50637F59E281B1E8788967A1,26,0,true,
100_5_3_1,20260902,A4_BUDGET_AWARE_CATA,100000,COMPLETED,96025,96025,3975,0,0,224,true,d99b848b230b849d509ecbbc95355ae34747f54a6ce56259a4e05231dd4ee1ec,813fff4cfb9ba99710dc5e2ccfe62a698028581ad4cc3a3eb6763a60ac423d46,a6dba976cb77ed29a318a1defc3cc1a98462ccfdcc67ec481202872330331c2d,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,E7E9FF7F646351FECB5801EC2EC177CEE2C00775173E4DE6841577695E8E58E1,81CAD959F27E461E41882E7353AC5F23574FA6DC50637F59E281B1E8788967A1,26,0,true,
100_5_3_1,20260903,A2_CFVF,100000,COMPLETED,96653,96653,3347,0,0,103,true,4a96719b592173a871f3c00abfce3d2c797f1f51fe1a87cd80170178df738c53,cb7e886df11e0a919ced984fb4966140899be7382ae979e8d0b2aaea81253905,367378c54506c336cc66f7fe2cc5049db432da23b045cfb0a215ea1b127b25cd,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,E7E9FF7F646351FECB5801EC2EC177CEE2C00775173E4DE6841577695E8E58E1,81CAD959F27E461E41882E7353AC5F23574FA6DC50637F59E281B1E8788967A1,26,0,true,
100_5_3_1,20260903,A4_BUDGET_AWARE_CATA,100000,COMPLETED,96025,96025,3975,0,0,287,true,4a96719b592173a871f3c00abfce3d2c797f1f51fe1a87cd80170178df738c53,cb7e886df11e0a919ced984fb4966140899be7382ae979e8d0b2aaea81253905,367378c54506c336cc66f7fe2cc5049db432da23b045cfb0a215ea1b127b25cd,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,E7E9FF7F646351FECB5801EC2EC177CEE2C00775173E4DE6841577695E8E58E1,81CAD959F27E461E41882E7353AC5F23574FA6DC50637F59E281B1E8788967A1,26,0,true,
