scale,medianDeltaCmax,medianDeltaTEC,medianDeltaTWC,medianDeltaHV,medianDeltaIGD
20,0.0019546968912178457,0.007520562993068159,0.005885863492161792,0.04080184528565736,-0.005604768610943528
50,-0.015164712411877591,0.03368349413134447,0.008582706861592536,0.11084602698341915,0.3389148101491293
100,-0.005832180878835113,0.0025838392700035543,0.00481131489253871,0.08307450633008776,0.18509319687416095
