seed,cycle,fe,workingBestCmax,archiveBestCmax,cmaxGap,workingBestTEC,archiveBestTEC,tecGap,workingBestTWC,archiveBestTWC,twcGap,workingSize,archiveSize
20260903,1,32295,791.8843638603888,791.8843638603888,0.0,116995.77175529618,116995.77175529618,0.0,316848.93715205474,316848.93715205474,0.0,100,69
20260903,2,50000,791.8843638603888,791.8843638603888,0.0,115090.70383236208,113263.94270244337,1826.761129918712,316848.93715205474,316848.93715205474,0.0,100,98
