treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
4,10/60/10/20,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,9c9ee5d0a155cb102c7b6db416de03dc467356674255bc11810b1d59dbe25a7f
