generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,scope,exposures,uniqueTeacherCount,top1Share,top5Share,shannonEntropy,normalizedEntropy,exposuresPerCycle
20k-100_5_3_1-20260901-A2-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,ALL_QG,200,71,0.115000,0.355000,3.759373,0.881927,1.000000
