seed,signal,initialPopulationSha256,fullMinCmax,baseMinCmax,fullMinTEC,baseMinTEC,fullMinTWC,baseMinTWC,C_full_base,C_base_full,fullHV,baseHV,fullIGD,baseIGD,fullFatigueExcess,baseFatigueExcess,fullHighFatigueRatio,baseHighFatigueRatio,fullWallMillis,baseWallMillis
20260808,PROMISING_SIGNAL,ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe,181.513888838,207.812054799,8342.04566127,8752.98231360,12462.0762651,12622.3274157,0.962616822430,0.00000000000,0.985823023176,0.741193744275,0.00255139598945,0.140344013608,30.8655201145,36.7536107544,0.0674130564274,0.0769125012614,1073364.00000,30359.0000000
20260809,PROMISING_SIGNAL,53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b,178.638826444,202.740156574,8421.36124247,8779.16559542,12567.7745296,12798.6191601,0.925742574257,0.00801068090788,0.981173892510,0.716404357318,0.00125839647098,0.181703093718,29.0053986118,34.9745595021,0.0626772783505,0.0716381676379,1204208.00000,28121.0000000
20260810,PROMISING_SIGNAL,bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62,175.759647977,188.739825500,8425.04305835,8723.11811842,12671.1171880,12740.8602145,0.766129032258,0.0288288288288,0.996888847328,0.803542161734,0.00219363647185,0.118386976756,35.0225391436,34.4953513719,0.0797444320862,0.0717405822100,1068963.00000,27718.0000000
20260811,PROMISING_SIGNAL,dd81c8723da31abb0f6a52971c5a3e2d0cb599d509c5fed965fc207c8c8a91c1,179.112328385,198.043108851,8371.16621818,8774.33146560,12627.0743126,12823.2393342,0.974874371859,0.00000000000,1.03790440606,0.804857725898,0.000792054084864,0.127547378030,34.8386282419,38.3557039433,0.0759149589877,0.0822821891636,1113251.00000,28510.0000000
20260812,PROMISING_SIGNAL,e9bdf1cc3cb65a1fade02fbe3e990f9fa14100d51fd9b93010c528eb66b0a5a1,192.267992248,194.125206419,8402.28928412,8751.61825970,12597.4531396,12705.3128126,0.983333333333,0.00166944908180,0.973742885873,0.736447084721,0.000187300089504,0.138228284559,35.5716599847,38.1293485353,0.0754411065575,0.0757432017979,1185398.00000,27651.0000000
20260813,PROMISING_SIGNAL,c690b2743ce07fc032edebe31eae84e9194e3a9cab98212532a131515687038f,171.579497901,204.810832102,8365.77352650,8862.63701112,12537.1968659,12666.2675481,0.970802919708,0.00159489633174,0.970936920272,0.700405660554,0.000290606924720,0.157901850802,36.0223364976,38.4452100467,0.0828052599991,0.0803547118585,1145496.00000,29190.0000000
