treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
14,30/50/10/10,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,19e46237fbbcc9f44a9d8a3c7e1b7afe526cdf3eabc1d8c279e3ed695f13260c
