seed,windowEndFE,rounds,meanNmerge,meanNnd,maxNnd,meanRoverflow,maxRoverflow
20260902,50000,7,256.2857142857143,34.857142857142854,56,0.3485714285714286,0.56
20260902,100000,5,263.6,65.8,76,0.658,0.76
