generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,scope,exposures,uniqueTeacherCount,top1Share,top5Share,shannonEntropy,normalizedEntropy,cyclesObserved,exposuresPerCycle,closureStatus,closureReason
A2-50k-ON-defaultheap-v4,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,695d75b8b9562a0df03f93edbcbe22fff08139e75d244602ff8922edd9a0f8c9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,ALL_QG,400,138,0.057500,0.230000,4.375913,0.888104,2,200.000000,OBSERVED,OBSERVED
A2-50k-ON-defaultheap-v4,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,695d75b8b9562a0df03f93edbcbe22fff08139e75d244602ff8922edd9a0f8c9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,ALL_QP,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT
A2-50k-ON-defaultheap-v4,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,695d75b8b9562a0df03f93edbcbe22fff08139e75d244602ff8922edd9a0f8c9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,PREVIOUS_CACHE,113,55,0.097345,0.318584,3.693193,0.921609,2,56.500000,OBSERVED,OBSERVED
A2-50k-ON-defaultheap-v4,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,695d75b8b9562a0df03f93edbcbe22fff08139e75d244602ff8922edd9a0f8c9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,HISTORICAL_CACHE,168,36,0.107143,0.392857,3.217714,0.897920,2,84.000000,OBSERVED,OBSERVED
A2-50k-ON-defaultheap-v4,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,695d75b8b9562a0df03f93edbcbe22fff08139e75d244602ff8922edd9a0f8c9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,PERSONAL_ARCHIVE,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT
A2-50k-ON-defaultheap-v4,27684CE3CC3849711712536BE645E2039C413615C19A1C463F5330C6FD43F405,695d75b8b9562a0df03f93edbcbe22fff08139e75d244602ff8922edd9a0f8c9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,DIRECTIONAL_REPRESENTATIVE,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT,UNOBSERVABLE_NO_MATCHING_SCOPE_EVENT
