seed,sameInitialPopulation,legacyHV,clippedHV,deltaHVRelative,legacyIGD,clippedIGD,igdImprovement,legacyMinCmax,clippedMinCmax,cmaxImprovement,legacyMinTEC,clippedMinTEC,tecImprovement,legacyMinTWC,clippedMinTWC,twcImprovement,C_clipped_legacy,C_legacy_clipped
20260822,True,0.7690407294573492,0.7506137299096555,-0.023961019022615673,0.11273075546295279,0.11513512471534783,-0.021328423131034526,186.68938940650585,196.19882431004282,-0.050937200736302694,8779.393694026148,8818.281155360713,-0.004429401697867331,12918.331913279868,12918.331913279868,0.0,0.5137614678899083,0.5242718446601942
20260823,True,0.8321657214121003,0.8655735029868169,0.04014558724916833,0.0736349351408821,0.060701004244322496,0.17564938261728277,199.86497275627178,203.74270347959884,-0.01940175244241429,8733.084475364052,8733.136636177962,-5.972782475294685e-06,12764.720093978296,12805.715992083906,-0.0032116566445471364,0.5546875,0.344
20260824,True,0.9234027936586237,0.8857441569030448,-0.040782459197866654,0.0510667012534335,0.05228834210574214,-0.023922454795853854,205.66386004772323,205.66386004772323,0.0,8565.281982500668,8523.979342893756,0.004822099224671896,12506.083356934085,12596.420478759606,-0.0072234543179686625,0.25217391304347825,0.55
