seed,arm,status,fullEvaluations,decoderCalls,illegalSolutions,duplicateEvaluations,initialPopulationHash,frontSize,minCmax,minTEC,minTWC,qpTableHash,manifestChecked,manifestFailures
20260822,A3,COMPLETED,50000,50000,0,0,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,109,186.68938940650585,8779.393694026148,12918.331913279868,13204A33218DB1AF9E0F69053708EB47ABFD80525EDB2B6D1C4D1FFB82A81284,25,0
20260822,A3_CLIPPED,COMPLETED,50000,50000,0,0,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,103,196.19882431004282,8818.281155360713,12918.331913279868,9868C0BC1C5A86CAB4D2F98C8314480DFD8C78B55EF2C37E10AE54337F7AD3A9,25,0
20260823,A3,COMPLETED,50000,50000,0,0,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,128,199.86497275627178,8733.084475364052,12764.720093978296,3C9D46245ECB7433E145C723A5E68E4883DA17EEED8994B4C3BE1FD810EA0B0F,25,0
20260823,A3_CLIPPED,COMPLETED,50000,50000,0,0,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,125,203.74270347959884,8733.136636177962,12805.715992083906,E87BBC83214BB3AC424725894984817304C72E83E105210A2E4BFC138CAEA0CA,25,0
20260824,A3,COMPLETED,50000,50000,0,0,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,115,205.66386004772323,8565.281982500668,12506.083356934085,EB7DA19624607DAB528815B7344A0D4F64F45CC28F5921DA969B0D377108BBA3,25,0
20260824,A3_CLIPPED,COMPLETED,50000,50000,0,0,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,140,205.66386004772323,8523.979342893756,12596.420478759606,D2FD41CFFADA95ED092B8D6F93E61AFB9DCACFFB9E2E691C1D9654AC43C9D7A5,25,0
