seed,sameInitialPopulation,a2HV,clippedHV,deltaHVRelative,a2IGD,clippedIGD,igdImprovement,a2MinCmax,clippedMinCmax,cmaxImprovement,a2MinTEC,clippedMinTEC,tecImprovement,a2MinTWC,clippedMinTWC,twcImprovement
20260822,True,0.9513012509900876,0.6972266111469958,-0.2670811581280462,0.035082156365027005,0.16822304555359593,-3.7951170333786988,191.14300512774835,196.19882431004282,-0.02645045356964786,8489.136296001067,8818.281155360713,-0.038772479070066944,12689.662683177467,12918.331913279868,-0.018020118880350176
20260823,True,0.8439305748107364,0.8115887781300921,-0.03832281664625957,0.08443125560571074,0.0992008212323107,-0.17493007205261774,198.3244872679701,203.74270347959884,-0.027319955726434326,8590.967766285668,8733.136636177962,-0.016548644315745195,12867.048610517702,12805.715992083906,0.0047666423194875065
20260824,True,0.9069446968108656,0.8159092126938984,-0.10037600356127538,0.0481967937561794,0.1002233269633865,-1.0794604610091243,200.99707441234597,205.66386004772323,-0.02321817692631359,8469.405562500544,8523.979342893756,-0.0064436376308208065,12769.455039662727,12596.420478759606,0.01355066135286626
